,type,price,private_owner,floor_built,floor,bedrooms,bathrooms,second_hand,lift,garage_included,furnished,equipped_kitchen,fitted_wardrobes,air_conditioning,terrace,balcony,storeroom,swimming_pool,district,subdistrict,postalcode,last_update,Street,latitude,longitude
4517,Flat,850,0,45,3.0,2,1,1,1,0,1,1,1,0,0,0,0,0,Latina,Puerta del Ángel,28011.0,November,Calle de Antonio Zamora,40.4125447,-3.7303922
4518,Flat,650,0,45,,2,1,1,1,0,1,1,0,1,0,0,0,0,Latina,Lucero,28047.0,November,Calle del Palmípedo,40.4037595,-3.7461683
4519,Duplex,1350,0,90,0.0,2,1,1,1,0,1,1,0,0,0,0,0,0,Latina,Puerta del Ángel,28011.0,November,Calle de Jaime Vera,40.4134892,-3.7289756
4520,Flat,825,0,73,3.0,2,1,1,1,0,1,1,0,0,0,0,0,0,Latina,Aluche,28047.0,November,Camarena,40.3938307,-3.7571044
4521,Flat,750,0,55,,2,1,1,1,0,1,1,0,0,1,0,0,0,Latina,Lucero,28047.0,November,Calle del Lucero,40.4029029,-3.7478307
4522,Flat,895,0,75,,3,1,1,1,0,1,1,0,0,0,0,0,0,Latina,Puerta del Ángel,,November,Paseo de Extremadura,40.4139901,-3.7254942
4523,Flat,900,0,81,1.0,3,1,1,1,0,1,1,1,0,1,0,0,0,Latina,Los Cármenes,28047.0,November,Farmacia - Calle Ansar 16,40.4039306,-3.7387898
4524,Studio,850,0,67,1.0,0,2,1,1,1,1,1,0,0,0,1,0,0,Latina,Cuatro Vientos,,November,Real Aero Club de España,40.36638615,-3.7748713471718633
4525,Flat,750,0,61,2.0,2,1,1,1,0,1,1,0,0,1,0,0,0,Latina,Águilas,28024.0,November,Calle Fuente del Tiro,40.3829767,-3.7794318
4526,Flat,750,0,85,,3,1,1,1,0,1,1,0,0,0,0,0,0,Latina,Los Cármenes,,November,,,
4527,Flat,1450,0,100,3.0,3,1,1,1,0,1,1,1,0,1,0,0,0,Latina,Puerta del Ángel,28011.0,November,Calle de José Espeliús,40.4105918,-3.7354511
4528,Flat,1100,0,78,6.0,3,1,1,1,0,1,1,0,1,1,0,0,0,Latina,Lucero,28011.0,November,,,
4529,Flat,800,0,65,,2,1,1,1,0,1,1,0,1,0,0,0,0,Latina,Puerta del Ángel,,November,Paseo de Extremadura,40.4139901,-3.7254942
4530,Flat,855,0,35,0.0,1,1,1,1,0,1,1,0,0,0,0,0,0,Latina,Puerta del Ángel,28011.0,November,16,40.4133569,-3.7266989
4531,Duplex,1350,0,83,0.0,2,1,1,1,0,1,1,1,0,0,0,0,0,Latina,Puerta del Ángel,28011.0,November,Puerta del Ángel,40.4138284,-3.7271312
4532,Flat,790,0,60,1.0,3,1,1,1,0,1,1,0,1,1,0,0,0,Latina,Lucero,28047.0,November,Calle de Castuera,40.4013511,-3.7476197
4533,Flat,1350,1,105,2.0,4,2,1,1,0,1,1,1,1,1,0,0,0,Latina,Lucero,28011.0,November,Calle de Hilario Sangrador,40.4077715,-3.7421765
4534,Flat,1500,1,119,3.0,3,2,1,1,1,1,1,1,1,0,0,1,1,Latina,Lucero,28011.0,November,Calle de Sanchorreja,40.4018515,-3.7561616
4535,Flat,650,1,30,0.0,1,1,1,1,1,1,1,1,1,0,0,0,0,Latina,Puerta del Ángel,28011.0,November,Calle de Barrionuevo,40.4069278,-3.741779
4536,Flat,1200,0,125,8.0,4,2,1,1,1,1,1,1,0,1,0,0,0,Latina,Aluche,,November,Calle de Seseña,40.3958289,-3.7665286
4537,Flat,750,1,59,0.0,1,1,1,1,0,1,1,1,1,0,0,0,0,Latina,Lucero,28011.0,November,Calle de Sepúlveda,40.400403,-3.7550052
4538,Flat,900,0,86,6.0,3,2,1,1,0,1,1,1,1,1,0,0,0,Latina,Águilas,,November,Calle de Valle-Inclán,40.3787422,-3.7731664
4539,Flat,750,0,63,3.0,2,1,1,1,0,1,1,1,0,1,1,1,0,Latina,Aluche,,November,Calle de los Yébenes,40.4018152,-3.7601529
4540,Flat,1300,0,65,3.0,2,1,1,1,0,1,1,1,0,1,0,0,0,Latina,Puerta del Ángel,28011.0,November,,,
4541,Flat,1450,0,100,3.0,3,1,1,1,0,1,1,1,0,1,0,0,0,Latina,Puerta del Ángel,28011.0,November,,,
4542,Duplex,1350,0,90,0.0,2,1,1,1,0,1,1,1,0,0,0,0,0,Latina,Puerta del Ángel,28011.0,November,Calle de Jaime Vera,40.4134892,-3.7289756
4543,Flat,870,0,78,4.0,2,1,1,1,0,1,1,0,0,0,0,0,0,Vicálvaro,Casco Histórico de Vicálvaro,28032.0,November,Calle del Lago Iseo,40.40201,-3.6031089
4544,Flat,1200,0,130,0.0,2,2,1,1,0,1,1,0,1,1,0,0,1,Vicálvaro,El Cañaveral,28052.0,October,El Cañaveral,40.4042899,-3.5466159
4545,Flat,1200,1,98,8.0,2,2,1,1,1,1,1,1,1,1,1,1,1,Vicálvaro,El Cañaveral,28052.0,October,Calle de Francisco Grande Covián,40.4035858,-3.5641288
4546,Flat,1100,0,143,6.0,3,2,1,1,1,1,1,1,0,0,0,0,1,Vicálvaro,Valdebernardo - Valderrivas,28032.0,November,,,
4547,Flat,1075,1,95,8.0,2,2,1,1,1,1,1,1,1,1,0,1,1,Vicálvaro,El Cañaveral,28052.0,November,,,
4548,Flat,590,0,26,0.0,1,1,1,1,0,1,1,0,1,0,0,0,0,Vicálvaro,Ambroz,28032.0,October,,,
4549,Flat,1100,0,85,1.0,3,1,1,1,1,1,1,0,1,1,0,0,0,Vicálvaro,Casco Histórico de Vicálvaro,28032.0,November,Calle del Matadero Viejo,40.4019091,-3.6062516
4550,Flat,800,1,75,1.0,3,1,1,1,0,1,1,0,0,1,0,0,0,Vicálvaro,Ambroz,28032.0,November,,,
4551,Flat,900,0,101,1.0,2,2,1,1,1,1,1,1,0,0,0,1,1,Vicálvaro,El Cañaveral,28052.0,November,,,
4552,Flat,800,0,78,1.0,3,1,1,1,0,1,1,0,0,1,0,0,0,Vicálvaro,Ambroz,28032.0,November,Calle de la Huerta de Ambroz,40.4074721,-3.6011805
4553,Flat,800,0,70,0.0,3,1,1,1,1,1,1,0,0,0,0,0,0,Vicálvaro,Valdebernardo - Valderrivas,28032.0,November,,,
4554,Flat,950,1,92,5.0,2,2,1,1,1,1,1,1,1,0,0,0,1,Vicálvaro,Valdebernardo - Valderrivas,28032.0,October,,,
4555,Terraced,1800,0,240,,3,2,1,0,1,1,1,1,1,1,1,1,1,Vicálvaro,El Cañaveral,28052.0,October,Calle Cerro del Tesoro,40.4063961,-3.5487738
4556,Flat,870,0,65,3.0,3,1,1,1,0,1,1,1,0,1,0,0,0,Vicálvaro,Ambroz,28032.0,November,,,
4557,Flat,850,1,75,1.0,2,1,1,1,0,1,1,1,1,0,1,0,0,Vicálvaro,Ambroz,28032.0,,,,
4558,Studio,595,0,30,0.0,0,1,1,1,0,1,1,0,0,0,0,0,0,Vicálvaro,Casco Histórico de Vicálvaro,28032.0,November,,,
4559,Flat,750,1,78,1.0,2,1,1,1,0,1,1,0,0,0,0,0,0,Vicálvaro,Casco Histórico de Vicálvaro,28032.0,,Calle de San Cipriano,40.4040712,-3.6036635
4560,Flat,1200,1,113,3.0,3,2,1,1,1,1,1,1,0,1,0,1,1,Vicálvaro,El Cañaveral,28052.0,September,,,
4561,Terraced,2000,1,220,,4,3,1,0,1,1,1,1,1,1,0,1,1,Vicálvaro,El Cañaveral,28052.0,September,El Cañaveral,40.4042899,-3.5466159
4562,Flat,2350,0,70,2.0,2,1,1,1,0,1,1,0,1,0,0,0,0,Vicálvaro,Valdebernardo - Valderrivas,28032.0,November,,,
4563,Flat,1400,0,113,6.0,3,2,1,1,1,1,1,1,1,1,0,1,1,Vicálvaro,El Cañaveral,28052.0,October,Calle de Victoria Kent,40.3996832,-3.5605572
4564,Flat,1200,1,80,8.0,2,2,1,1,1,1,1,1,1,1,0,0,1,Vicálvaro,El Cañaveral,28052.0,November,Calle de Francisco Grande Covián,40.4035858,-3.5641288
4565,Flat,890,0,56,4.0,3,1,1,1,0,1,1,0,0,0,0,0,0,Vicálvaro,Ambroz,28032.0,November,Farmacia - Calle Calahorra 56,40.4084994,-3.6121335
4566,Flat,1500,1,113,8.0,3,2,1,1,1,1,1,1,1,1,0,1,1,Vicálvaro,El Cañaveral,28052.0,November,Calle Suertes de la Villa,40.4027311,-3.5487499
4567,Terraced,2100,1,230,3.0,4,3,1,0,1,1,1,1,1,1,1,1,1,Vicálvaro,El Cañaveral,28052.0,October,,,
4568,Flat,995,0,95,1.0,2,2,1,1,1,1,1,1,0,0,0,0,1,Vicálvaro,Valdebernardo - Valderrivas,28032.0,November,,,
4569,Flat,950,0,104,4.0,3,2,1,1,1,0,0,0,0,0,0,0,1,Vicálvaro,Ambroz,28032.0,October,,,
4570,Flat,1100,0,85,4.0,3,2,1,1,1,1,1,1,1,1,0,1,1,Vicálvaro,El Cañaveral,28052.0,October,Calle de Enrique Urquijo,40.3994375,-3.5606349
4571,Flat,880,0,59,1.0,3,1,1,1,0,1,1,0,0,1,1,0,0,Vicálvaro,Casco Histórico de Vicálvaro,28032.0,November,Calle de Forges,40.4050266,-3.6019135
4572,Flat,870,0,65,3.0,3,1,1,1,0,1,1,1,0,0,0,0,0,Vicálvaro,Ambroz,28032.0,November,Farmacia - Calle Calahorra 56,40.4084994,-3.6121335
4573,Flat,1090,0,98,1.0,3,2,1,1,0,1,1,0,1,0,1,0,0,Vicálvaro,Valdebernardo - Valderrivas,28032.0,September,,,
4574,Flat,850,0,57,3.0,3,1,1,1,0,1,1,1,0,0,0,0,0,Vicálvaro,Ambroz,28032.0,November,Farmacia - Calle Calahorra 56,40.4084994,-3.6121335
4575,Flat,850,1,67,4.0,2,1,1,1,0,1,1,0,1,1,0,0,0,Vicálvaro,Ambroz,28032.0,November,,,
4576,Flat,850,1,58,1.0,2,1,1,1,0,1,1,0,0,0,1,0,0,Vicálvaro,Ambroz,28032.0,November,,,
4577,Flat,1100,0,110,5.0,3,2,1,1,1,1,1,1,1,0,0,0,1,Vicálvaro,Valdebernardo - Valderrivas,28032.0,October,,,
4578,Duplex,1250,0,89,5.0,2,2,1,1,0,1,1,1,1,1,0,1,1,Vicálvaro,Valdebernardo - Valderrivas,28032.0,November,,,
4579,Flat,950,0,100,0.0,3,2,1,1,1,1,1,1,0,1,0,1,1,Vicálvaro,El Cañaveral,28052.0,November,,,
4580,Flat,1290,0,120,,4,2,1,1,1,1,1,0,1,1,0,1,1,Vicálvaro,Valdebernardo - Valderrivas,28032.0,November,,,
4581,Flat,1100,1,88,8.0,2,2,1,1,1,1,1,1,1,1,0,1,1,Vicálvaro,El Cañaveral,28052.0,October,Calle de Enrique Urquijo,40.3994375,-3.5606349
4582,Flat,1280,1,110,6.0,3,2,1,1,1,1,1,1,1,1,0,1,1,Vicálvaro,El Cañaveral,28052.0,October,90-94,40.3977129,-3.5571664
4583,Flat,1100,0,97,,3,2,1,1,1,1,1,0,0,0,0,1,1,Vicálvaro,El Cañaveral,28052.0,November,Calle de Pilar Bellosillo,40.3978511,-3.5469297
4584,Flat,1100,0,88,8.0,2,2,1,1,1,1,1,1,1,1,0,1,1,Vicálvaro,El Cañaveral,28052.0,November,El Cañaveral,40.4042899,-3.5466159
4585,Flat,650,0,50,4.0,2,1,1,1,0,0,0,0,0,0,0,0,0,Vicálvaro,Ambroz,28032.0,October,,,
4586,Flat,1300,0,95,4.0,3,2,1,1,1,1,1,1,1,0,0,1,1,Vicálvaro,El Cañaveral,28052.0,October,Calle Alto del Esparragal,40.3962913,-3.5578026
4587,Flat,1150,0,35,0.0,1,1,1,1,0,0,0,0,1,0,0,0,0,Vicálvaro,Valdebernardo - Valderrivas,28011.0,October,,,
4588,Flat,900,1,94,1.0,2,2,1,1,1,1,1,1,0,0,0,1,1,Vicálvaro,Valdebernardo - Valderrivas,28032.0,October,,,
4589,Flat,1100,1,100,3.0,3,2,1,1,1,1,1,1,1,1,0,1,1,Vicálvaro,El Cañaveral,28052.0,October,El Cañaveral,40.4042899,-3.5466159
4590,Flat,1100,0,88,,3,2,1,1,1,1,1,0,0,0,0,1,1,Vicálvaro,Valdebernardo - Valderrivas,28032.0,November,,,
4591,Flat,980,0,97,1.0,3,2,1,1,1,1,1,1,0,1,1,1,1,Vicálvaro,El Cañaveral,28052.0,October,"Calle de Mario Moreno ""Cantinflas""",40.40487,-3.5603673
4592,Flat,975,0,80,4.0,2,2,1,1,1,1,1,1,1,0,0,0,0,Vicálvaro,El Cañaveral,28052.0,October,,,
4593,Flat,990,0,126,5.0,3,2,1,1,1,1,1,0,0,0,0,1,1,Vicálvaro,El Cañaveral,28052.0,October,,,
4594,Flat,720,0,65,,3,1,1,1,0,1,1,0,1,1,0,0,0,Vicálvaro,Ambroz,28032.0,November,Farmacia - Calle Calahorra 56,40.4084994,-3.6121335
4595,Flat,1250,0,90,3.0,3,2,1,1,1,1,1,1,1,1,0,1,1,Vicálvaro,El Cañaveral,28052.0,November,,,
4596,Flat,1100,0,75,8.0,2,2,1,1,1,1,1,1,1,1,0,1,1,Vicálvaro,El Cañaveral,28052.0,November,Calle de Enrique Urquijo,40.3994375,-3.5606349
4597,Flat,900,0,70,3.0,2,1,1,1,1,1,1,1,1,0,1,1,0,Vicálvaro,Casco Histórico de Vicálvaro,28032.0,November,Calle del Casco Antiguo,40.4028382,-3.6070099
4598,Flat,1200,0,139,5.0,3,2,1,1,1,1,1,1,0,0,0,0,0,Vicálvaro,Valdebernardo - Valderrivas,28032.0,November,,,
4599,Duplex,1325,0,182,4.0,3,3,1,1,1,1,1,1,1,1,0,1,1,Vicálvaro,Valdebernardo - Valderrivas,28032.0,November,,,
4600,Flat,950,0,55,1.0,2,1,1,1,0,1,1,0,0,0,0,0,0,Vicálvaro,El Cañaveral,28052.0,November,,,
4601,Flat,1300,0,83,0.0,2,2,1,1,1,1,1,1,1,0,0,1,1,Vicálvaro,El Cañaveral,28052.0,November,Calle de Teodoro Anasagasti y Algán,40.4002398,-3.5562296
4602,Flat,1080,1,100,6.0,3,2,1,1,1,1,1,1,1,0,1,1,1,Vicálvaro,Valdebernardo - Valderrivas,28032.0,November,,,
4603,Flat,1100,0,109,2.0,3,2,1,1,1,1,1,1,0,0,0,0,1,Vicálvaro,Valdebernardo - Valderrivas,28032.0,November,,,
4604,Penthouse,1347,1,111,8.0,3,2,1,1,1,1,1,1,1,1,0,1,1,Vicálvaro,El Cañaveral,28052.0,November,Calle de Enrique Urquijo,40.3994375,-3.5606349
4605,Flat,975,1,100,3.0,3,2,1,1,1,1,1,1,0,0,0,0,1,Vicálvaro,El Cañaveral,28052.0,November,Calle Alto del Esparragal,40.3962913,-3.5578026
4606,Flat,1200,1,123,2.0,3,2,1,1,1,1,1,1,0,1,0,1,0,Carabanchel,Buena Vista,28044.0,November,,,
4607,Flat,650,0,36,0.0,1,1,1,1,0,1,1,0,0,0,0,0,0,Carabanchel,San Isidro,28019.0,November,Calle de Brihuega,40.3942702,-3.7350775
4608,Flat,1000,0,100,3.0,1,2,1,1,0,1,1,1,0,0,0,0,0,Carabanchel,Comillas,28019.0,November,Calle de San Delfín,40.3952943,-3.7076526
4609,Flat,800,0,60,3.0,2,1,1,1,0,1,1,0,1,0,0,0,0,Carabanchel,Abrantes,,November,Abrantes,40.3813279,-3.7274551
4610,Flat,900,0,93,6.0,1,1,1,1,0,1,1,0,0,0,0,0,0,Carabanchel,Abrantes,28025.0,November,Plaza de Coímbra,40.38304175,-3.723694210259608
4611,Flat,875,1,75,6.0,2,2,1,1,1,1,1,1,1,0,0,1,1,Carabanchel,Abrantes,28025.0,November,Calle Antonio Romero,40.3744439,-3.7304218
4612,Flat,895,0,51,1.0,3,1,1,1,0,0,0,0,0,0,0,0,0,Carabanchel,Opañel,28019.0,November,,,
4613,Flat,800,0,58,2.0,1,1,1,1,1,1,1,1,0,0,0,0,0,Carabanchel,Opañel,28019.0,November,Farmacia - Calle Mercedes Arteaga 45,40.3908535,-3.7229951
4614,Flat,750,0,70,4.0,3,1,1,1,0,1,1,0,0,1,1,0,0,Carabanchel,Puerta Bonita,28025.0,November,Calle de Piedrahíta,40.3770675,-3.7412469
4615,Flat,790,0,90,,3,1,1,1,0,1,1,0,0,1,0,0,0,Carabanchel,Vista Alegre,28025.0,November,Calle de la Oca,40.3899434,-3.735142
4616,Flat,840,0,70,,3,1,1,1,0,1,1,0,0,0,0,0,0,Carabanchel,San Isidro,28019.0,November,Calle de Armengot,40.396873,-3.7193941
4617,Flat,1090,0,79,,3,1,1,1,0,1,1,0,0,1,0,0,0,Carabanchel,San Isidro,,November,Avenida del Manzanares,40.4018785,-3.722811
4618,Flat,900,1,75,10.0,2,2,1,1,1,1,1,1,1,0,0,0,1,Carabanchel,Abrantes,28025.0,November,Calle de Cazalegas,40.3750642,-3.7262398
4619,Flat,740,1,50,1.0,1,1,1,1,1,1,1,1,0,0,0,1,1,Carabanchel,Pau de Carabanchel,28054.0,October,,,
4620,Flat,1300,0,109,6.0,3,2,1,1,1,1,1,0,0,1,1,0,1,Carabanchel,Pau de Carabanchel,28054.0,November,,,
4621,Flat,850,0,75,6.0,2,2,1,1,0,1,1,1,1,0,0,0,1,Carabanchel,Abrantes,,October,Avenida de los Poblados,40.3733075,-3.7294492
4622,Flat,1100,1,120,1.0,3,2,1,1,1,1,1,1,0,1,0,1,1,Carabanchel,Pau de Carabanchel,28054.0,October,,,
4623,Studio,600,1,35,0.0,0,1,1,1,0,1,1,0,0,0,0,0,0,Carabanchel,Abrantes,28025.0,November,Calle de Antonio Moreno,40.3847942,-3.7272919
4624,Flat,1200,1,111,7.0,3,2,1,1,1,1,1,1,0,1,0,1,1,Carabanchel,Abrantes,28025.0,November,,,
4625,Flat,680,1,50,1.0,1,1,1,1,0,1,1,1,0,0,0,0,1,Carabanchel,Puerta Bonita,28025.0,November,Calle de Witerico,40.3787317,-3.7427659
4626,Flat,870,0,62,1.0,3,1,1,1,0,1,1,0,0,0,0,0,0,Carabanchel,Comillas,28019.0,November,,,
4627,Flat,725,0,59,3.0,1,1,1,1,1,1,1,1,1,0,0,1,1,Carabanchel,Pau de Carabanchel,28054.0,November,,,
4628,Flat,1100,1,88,3.0,3,2,1,1,1,1,1,1,1,0,0,0,0,Carabanchel,Opañel,28019.0,November,Calle Serafín Gómez,40.3884692,-3.7174762
4629,Flat,725,0,60,1.0,2,1,1,1,0,1,1,0,0,0,0,0,0,Carabanchel,Buena Vista,28044.0,October,,,
4630,Flat,950,0,78,4.0,2,1,1,1,0,1,1,1,1,0,0,0,0,Carabanchel,Opañel,28019.0,November,Glorieta del Valle de Oro,40.3885246,-3.73119962159894
4631,Flat,1145,0,93,1.0,2,1,1,1,1,1,1,1,1,0,0,1,1,Carabanchel,Opañel,28019.0,November,,,
4632,Flat,870,0,70,1.0,3,1,1,1,0,1,1,0,0,0,0,0,0,Carabanchel,San Isidro,,October,San Isidro,40.3970503,-3.7293542
4633,Flat,910,1,66,4.0,2,1,1,1,0,1,1,0,1,0,0,0,0,Carabanchel,San Isidro,28019.0,November,,,
4634,Flat,870,0,55,3.0,3,1,1,1,0,1,1,0,0,0,0,0,0,Carabanchel,San Isidro,,November,,,
4635,Flat,950,0,70,1.0,3,1,1,1,0,1,1,0,0,1,0,0,0,Carabanchel,Abrantes,28025.0,October,Calle de Faro,40.380563,-3.7254924
4636,Flat,850,0,76,,2,1,1,1,0,1,1,0,0,0,0,0,0,Carabanchel,Comillas,,October,Calle de Antonio López,40.3936818,-3.7072147
4637,Studio,525,0,41,2.0,0,1,1,1,0,1,1,0,0,0,0,0,0,Carabanchel,Opañel,28019.0,October,Calle de la Vía,40.3866591,-3.721463
4638,Flat,950,0,100,2.0,2,2,1,1,1,1,1,1,1,0,0,1,1,Carabanchel,Puerta Bonita,28025.0,October,Calle de la Patilla,40.3796253,-3.7439334
4639,Flat,800,0,75,4.0,2,1,1,1,0,1,1,1,0,1,0,0,0,Carabanchel,Opañel,,October,Calle del General Ricardos,40.3886581,-3.7314962
4640,Flat,870,0,69,2.0,3,1,1,1,0,1,1,0,0,1,0,0,0,Carabanchel,Puerta Bonita,,November,Calle de Barbate,40.3839999,-3.7324304
4641,Flat,1200,0,71,1.0,3,1,1,1,0,0,0,1,1,1,0,0,0,Carabanchel,Comillas,,November,Calle de Antonio López,40.3975955,-3.7153703
4642,Flat,750,0,85,3.0,3,1,1,1,0,1,1,0,0,0,0,0,0,Carabanchel,Vista Alegre,28025.0,October,Calle de Matilde Hernández,40.385894,-3.7381151
4643,Flat,850,1,49,4.0,2,1,1,1,0,1,1,1,0,1,1,0,0,Carabanchel,Abrantes,28025.0,October,Calle Alfonso Martínez Conde,40.3809,-3.7297693
4644,Flat,750,0,65,1.0,2,1,1,1,0,1,1,1,0,0,0,0,0,Carabanchel,Buena Vista,28044.0,October,,,
4645,Flat,1150,1,90,3.0,3,2,1,1,0,1,1,0,0,1,0,0,0,Carabanchel,Vista Alegre,28047.0,November,,,
4646,Flat,830,1,57,2.0,1,1,1,1,1,1,1,1,1,0,0,0,0,Carabanchel,San Isidro,28019.0,November,Calle del Toboso,40.3926858,-3.7257475
4647,Flat,900,1,88,4.0,2,1,1,1,0,1,1,1,1,1,1,0,0,Carabanchel,Opañel,28019.0,October,Opañel,40.3903949,-3.7221926
4648,Flat,950,0,85,2.0,2,2,1,1,1,1,1,1,0,0,0,1,1,Carabanchel,Pau de Carabanchel,28054.0,October,,,
4649,Flat,950,1,85,4.0,3,1,1,1,0,1,1,0,0,0,0,0,0,Carabanchel,Opañel,28019.0,November,Opañel,40.3903949,-3.7221926
4650,Flat,900,0,72,2.0,3,1,1,1,0,1,1,0,0,0,0,0,0,Carabanchel,Abrantes,28025.0,November,Plaza de Las Hilanderas,40.3766096,-3.732133334143368
4651,Flat,1400,1,140,3.0,4,2,1,1,0,1,1,1,0,0,0,0,0,Carabanchel,Opañel,28019.0,October,,,
4652,Flat,1200,0,90,6.0,3,2,1,1,1,1,1,0,0,0,0,1,1,Carabanchel,Pau de Carabanchel,28054.0,November,,,
4653,Flat,760,0,49,2.0,2,1,1,1,0,0,0,0,0,0,0,0,0,Carabanchel,San Isidro,28019.0,November,Calle Cadete Julio Llompart,40.3961982,-3.7345506
4654,Flat,700,1,50,0.0,1,1,1,1,0,1,1,1,0,0,0,0,0,Carabanchel,Puerta Bonita,28025.0,September,Calle del Avefría,40.3841878,-3.7299496
4655,Flat,780,0,60,7.0,1,1,1,1,1,0,0,1,0,1,0,1,0,Carabanchel,Pau de Carabanchel,28054.0,October,,,
4656,Flat,975,1,105,3.0,3,2,1,1,0,1,1,0,1,1,1,0,0,Carabanchel,Buena Vista,28044.0,November,,,
4657,Flat,725,0,60,1.0,1,1,1,1,1,1,1,1,1,0,0,1,0,Carabanchel,Buena Vista,28044.0,October,,,
4658,Flat,950,0,75,3.0,3,1,1,1,0,1,1,1,0,0,1,0,0,Carabanchel,Comillas,28019.0,November,,,
4659,Flat,720,0,49,1.0,1,1,1,1,0,0,0,0,0,1,0,0,0,Carabanchel,Vista Alegre,28025.0,November,Calle del Guacamayo,40.3902055,-3.7396537
4660,Flat,1150,0,85,4.0,2,2,1,1,1,1,1,1,1,1,0,1,1,Carabanchel,Pau de Carabanchel,28054.0,November,,,
4661,Flat,750,0,78,0.0,1,1,1,1,0,0,0,0,1,1,0,0,0,Carabanchel,San Isidro,28019.0,October,Calle de Brihuega,40.3942702,-3.7350775
4662,Flat,750,0,55,4.0,2,1,1,1,0,0,0,0,0,1,0,0,0,Carabanchel,Puerta Bonita,28025.0,November,,,
4663,Flat,1400,1,72,10.0,2,1,1,1,0,1,1,1,0,1,0,0,0,Carabanchel,Comillas,28019.0,September,Farmacia - Calle Antonio López 67,40.3940071,-3.7073258
4664,Flat,850,1,74,4.0,2,1,1,1,0,1,1,1,0,0,0,0,0,Carabanchel,Puerta Bonita,28025.0,October,,,
4665,Penthouse,1550,1,85,2.0,2,1,1,1,0,1,1,1,0,0,0,0,0,Carabanchel,Opañel,28019.0,September,Calle San Patricio,40.3919972,-3.7255621
4666,Flat,1450,1,70,1.0,2,1,1,1,0,1,1,0,0,0,1,0,0,Carabanchel,Opañel,28019.0,October,Calle San Patricio,40.3919972,-3.7255621
4667,Flat,990,0,90,2.0,3,2,1,1,0,1,1,1,0,1,0,0,0,Carabanchel,Vista Alegre,28025.0,November,Avenida de la Plaza de Toros,40.3856985,-3.7377767
4668,Flat,1250,0,106,1.0,3,1,1,1,0,1,1,1,1,1,1,0,0,Carabanchel,Comillas,,November,Calle de Antonio López,40.3936818,-3.7072147
4669,Flat,800,0,65,4.0,3,1,1,1,0,0,0,0,0,0,0,0,0,Carabanchel,Puerta Bonita,,November,Calle de Belzunegui,40.3759225,-3.7390858
4670,Flat,1000,1,98,2.0,3,1,1,1,0,1,1,1,0,0,0,0,0,Carabanchel,Vista Alegre,28025.0,November,Calle del Pinzón,40.3886812,-3.7401551
4671,Flat,1320,0,94,0.0,2,2,1,0,0,0,0,0,0,0,0,0,0,Carabanchel,Pau de Carabanchel,28054.0,November,,,
4672,Flat,920,0,69,3.0,3,1,1,1,0,0,0,0,0,1,0,0,0,Carabanchel,Puerta Bonita,28025.0,November,Plaza de Tarifa,40.3841175,-3.730592189245448
4673,Flat,900,1,70,8.0,1,1,1,1,0,1,1,1,1,0,0,0,0,Carabanchel,Comillas,28019.0,November,Don Fruta,40.3951276,-3.7098406
4674,Flat,790,0,60,2.0,2,1,1,1,0,1,1,0,0,0,0,0,0,Carabanchel,Vista Alegre,,February,Vista Alegre,40.3877922,-3.7396538
4675,Flat,775,0,80,5.0,3,1,1,1,0,1,1,0,0,0,1,0,0,Carabanchel,Vista Alegre,28025.0,September,Calle de la Alondra,40.388039,-3.7400571
4676,Penthouse,1700,1,126,4.0,2,2,1,1,1,1,1,1,1,1,0,1,1,Carabanchel,Opañel,28019.0,November,,,
4677,Flat,900,0,54,0.0,1,1,1,1,0,1,1,1,1,0,0,0,0,Carabanchel,Comillas,,August,Avenida del Manzanares,40.3952251,-3.7067174
4678,Flat,950,0,60,1.0,1,1,1,1,1,1,1,1,0,0,0,1,1,Carabanchel,Pau de Carabanchel,28054.0,November,,,
4679,Flat,1200,1,87,1.0,3,1,1,1,0,1,1,1,1,1,1,0,0,Carabanchel,Vista Alegre,28047.0,,Calle del Espinar,40.3867454,-3.7448117
4680,Flat,590,0,32,1.0,1,1,1,1,0,1,1,0,0,0,0,0,0,Carabanchel,Buena Vista,,November,,,
4681,Flat,1150,0,74,,1,1,1,1,0,1,1,0,0,1,1,0,0,Carabanchel,Comillas,,November,Comillas,40.3937574,-3.7116516
4682,Flat,895,0,84,2.0,2,1,1,1,1,0,0,1,0,1,0,1,0,Carabanchel,Pau de Carabanchel,28054.0,November,,,
4683,Flat,815,0,74,4.0,2,1,1,1,0,1,1,0,0,0,0,0,0,Carabanchel,Comillas,28019.0,November,Calle de Tomás Meabe,40.3951401,-3.7148262
4684,Flat,1770,0,60,1.0,1,1,1,1,1,1,1,0,0,0,0,0,0,Carabanchel,San Isidro,28019.0,October,Calle de José del Río,40.3960835,-3.727323
4685,Flat,800,0,71,1.0,3,1,1,1,0,1,1,0,0,0,0,0,0,Carabanchel,Vista Alegre,28025.0,June,Calle de la Oca,40.3899434,-3.735142
4686,Flat,860,0,63,1.0,3,1,1,1,0,0,0,0,0,0,0,0,0,Carabanchel,San Isidro,28019.0,November,Calle del Tercio,40.3933279,-3.7275046
4687,Flat,990,1,74,5.0,2,1,1,1,0,1,1,1,1,0,0,0,0,Carabanchel,San Isidro,28019.0,November,Calle del General Ricardos,40.3963895,-3.7183351
4688,Flat,626,1,44,2.0,1,1,1,1,1,0,0,1,0,0,1,1,0,Carabanchel,Buena Vista,28054.0,October,,,
