,type,price,private_owner,floor_built,floor,bedrooms,bathrooms,second_hand,lift,garage_included,furnished,equipped_kitchen,fitted_wardrobes,air_conditioning,terrace,balcony,storeroom,swimming_pool,district,subdistrict,postalcode,last_update,Street,latitude,longitude
0,Flat,1400,0,60,3.0,2,1,1,1,0,1,1,1,1,1,0,0,0,Chamartín,Castilla,28046.0,November,4,40.47678845,-3.684411844162544
1,Penthouse,1300,0,77,6.0,2,2,1,1,0,1,1,0,0,0,0,0,0,Chamartín,Bernabéu-Hispanoamérica,28016.0,November,,,
2,Duplex,950,0,72,3.0,1,1,1,1,0,1,1,1,1,1,0,0,0,Chamartín,Prosperidad,28002.0,November,,,
3,Flat,2975,0,160,3.0,4,3,1,1,1,1,1,1,1,1,0,0,1,Chamartín,El Viso,,November,,,
4,Studio,650,0,30,4.0,0,1,1,1,0,1,1,1,0,0,1,0,0,Chamartín,Prosperidad,28002.0,November,Calle de Luis Cabrera,40.4434547,-3.6739052
5,Flat,1200,0,54,4.0,1,1,1,1,0,1,1,1,1,0,0,1,1,Chamartín,Ciudad Jardín,28002.0,November,Calle de Nieremberg,40.4476613,-3.6718936
6,Flat,1290,0,55,0.0,2,1,1,1,0,1,1,1,1,1,0,0,0,Chamartín,Ciudad Jardín,28002.0,November,Calle de Vinaroz,40.4460123,-3.6761917
7,Flat,900,0,35,1.0,1,1,1,1,0,1,1,1,0,0,0,0,0,Chamartín,Prosperidad,28002.0,November,Calle de Ramos Carrión,40.446362,-3.6668842
8,Terraced,3895,0,141,,4,4,1,0,0,1,1,1,1,1,0,0,0,Chamartín,Nueva España,28016.0,November,Calle de la Madre de Dios,40.4634813,-3.6738943
9,Flat,1750,0,148,5.0,3,2,1,1,1,1,1,1,1,1,0,0,1,Chamartín,Castilla,28036.0,November,Calle de Pastora Imperio,40.4823328,-3.6743713
10,Studio,700,0,37,3.0,0,1,1,1,0,1,1,0,0,0,0,1,0,Chamartín,Nueva España,,November,Cámara de Comercio Alemana para España,40.46640075,-3.674538894188464
11,Flat,830,0,50,5.0,1,1,1,1,0,1,1,1,1,1,0,0,0,Chamartín,Prosperidad,28002.0,November,Calle de Canillas,40.4438754,-3.6693273
12,Flat,1200,1,60,3.0,1,1,1,1,0,1,1,1,1,1,0,0,0,Chamartín,Prosperidad,28002.0,November,97,40.4440384,-3.6697555
13,Penthouse,725,0,65,4.0,0,1,1,1,0,1,1,1,1,1,0,0,0,Chamartín,Ciudad Jardín,,November,Plaza de la Charca Verde,40.4508099,-3.6726396
14,Flat,1490,0,65,1.0,3,1,1,1,0,1,1,0,0,0,0,0,0,Chamartín,El Viso,28002.0,November,Fitz Burger,40.4434826,-3.6798467
15,Flat,1290,0,65,4.0,3,1,1,1,0,1,1,0,0,0,0,0,0,Chamartín,El Viso,28002.0,November,Fitz Burger,40.4434826,-3.6798467
16,Flat,1290,0,60,4.0,2,1,1,1,0,1,1,0,0,0,0,0,0,Chamartín,El Viso,28002.0,November,Fitz Burger,40.4434826,-3.6798467
17,Flat,1130,0,60,4.0,2,1,1,1,0,1,1,0,0,0,0,0,0,Chamartín,El Viso,28002.0,November,Fitz Burger,40.4434826,-3.6798467
18,Flat,1030,0,60,1.0,1,1,1,1,0,1,1,0,0,0,0,0,0,Chamartín,El Viso,28002.0,November,Fitz Burger,40.4434826,-3.6798467
19,Flat,900,0,50,4.0,1,1,1,1,0,1,1,0,0,0,0,0,0,Chamartín,El Viso,28002.0,November,Fitz Burger,40.4434826,-3.6798467
20,Flat,1050,0,82,,3,1,1,1,0,1,1,0,0,0,1,1,1,Chamartín,Prosperidad,,November,Calle de Cartagena,40.4395753,-3.6737012
21,Flat,1400,0,115,6.0,3,2,1,1,1,1,1,0,0,1,1,0,1,Chamartín,Castilla,28036.0,November,Calle de Pastora Imperio,40.4823328,-3.6743713
22,Duplex,3500,0,252,,3,3,1,1,0,1,1,1,1,1,0,0,0,Chamartín,Bernabéu-Hispanoamérica,28036.0,November,Estadio Santiago Bernabéu,40.4530225,-3.6874056737588647
23,Flat,1850,0,90,1.0,4,1,1,1,0,1,1,0,0,0,0,0,0,Chamartín,Ciudad Jardín,28002.0,November,Calle Mantuano,40.4461399,-3.6754959
24,Flat,950,0,28,0.0,1,1,1,1,0,1,1,0,1,0,0,0,0,Chamartín,El Viso,,November,Sony Pictures Releasing de España S.A. de C.V.,40.4389012,-3.6892358
25,Flat,900,0,68,0.0,3,1,1,1,0,1,1,0,1,0,0,0,0,Chamartín,Prosperidad,,November,Prosperidad,40.443946,-3.6701659
26,Flat,1190,0,47,0.0,2,1,1,1,0,1,1,0,1,0,0,0,0,Chamartín,El Viso,,November,Sony Pictures Releasing de España S.A. de C.V.,40.4389012,-3.6892358
27,Flat,1425,1,87,3.0,2,2,1,1,1,1,1,1,1,0,0,1,1,Chamartín,Ciudad Jardín,28002.0,November,153,40.4483627,-3.6680518
28,Semi-detached,1750,1,120,,2,2,1,0,0,1,1,1,0,1,0,1,0,Chamartín,Ciudad Jardín,28002.0,November,Calle Pinarillo,40.4501839,-3.6718481
29,Flat,730,0,35,2.0,1,1,1,1,0,1,1,1,1,0,0,0,1,Chamartín,Ciudad Jardín,28002.0,November,Calle de Martín Martínez,40.4474997,-3.6730074
30,Flat,1300,1,60,4.0,2,1,1,1,1,1,1,1,1,0,0,0,0,Chamartín,Bernabéu-Hispanoamérica,28016.0,November,,,
31,Flat,1050,1,67,9.0,1,1,1,1,1,1,1,1,1,0,0,0,1,Chamartín,Castilla,28036.0,November,92,40.4719611,-3.673387804545455
32,Flat,1300,0,100,1.0,3,2,1,1,0,1,1,1,1,1,0,0,0,Chamartín,Prosperidad,,November,Calle de López de Hoyos,40.4432419,-3.6753148
33,Flat,1300,0,82,1.0,2,2,1,1,0,1,1,1,1,1,0,0,1,Chamartín,Prosperidad,,November,Prosperidad,40.443946,-3.6701659
34,Flat,1198,1,70,1.0,2,1,1,1,0,1,1,1,1,1,0,0,1,Chamartín,Nueva España,28016.0,November,41,40.45889805,-3.680804649348695
35,Flat,1250,1,80,5.0,2,1,1,1,0,1,1,1,0,1,0,0,0,Chamartín,Prosperidad,,November,Prosperidad,40.443946,-3.6701659
36,Flat,1300,0,57,4.0,1,1,1,1,1,1,1,1,0,0,0,0,1,Chamartín,Nueva España,,November,Cámara de Comercio Alemana para España,40.46640075,-3.674538894188464
37,Flat,950,1,55,9.0,1,1,1,1,0,1,1,1,1,0,0,0,1,Chamartín,Castilla,28036.0,November,Alonso & Román Asociados,40.4678217,-3.684599
38,Flat,1700,0,95,1.0,2,2,1,1,0,1,1,0,0,0,0,0,0,Chamartín,Bernabéu-Hispanoamérica,28006.0,November,,,
39,Flat,1400,0,86,1.0,3,1,1,1,0,1,1,1,1,0,0,0,0,Chamartín,Bernabéu-Hispanoamérica,28016.0,November,,,
40,Flat,2450,0,93,8.0,2,2,1,1,0,1,1,0,1,0,0,0,0,Chamartín,Nueva España,,November,Cámara de Comercio Alemana para España,40.46640075,-3.674538894188464
41,Flat,1500,0,77,1.0,2,2,1,1,0,1,1,1,1,0,1,0,0,Chamartín,Bernabéu-Hispanoamérica,28006.0,November,,,
42,Flat,2000,1,65,6.0,1,1,1,1,0,1,1,1,1,1,0,0,1,Chamartín,Bernabéu-Hispanoamérica,28036.0,November,,,
43,Flat,2000,1,80,6.0,1,1,1,1,0,1,1,1,1,1,0,0,1,Chamartín,Bernabéu-Hispanoamérica,28036.0,November,,,
44,Flat,1200,0,80,1.0,2,1,1,1,0,1,1,0,0,0,0,0,0,Chamartín,Ciudad Jardín,28002.0,November,Calle de Pradillo,40.4487115,-3.6774487
45,Flat,1100,0,72,10.0,1,1,1,1,0,1,1,1,1,0,0,0,0,Chamartín,Castilla,,November,Plaza de Castilla,40.4660763,-3.6887915
46,Flat,1700,0,85,1.0,2,2,1,1,0,1,1,0,0,0,0,0,0,Chamartín,Bernabéu-Hispanoamérica,28006.0,November,,,
47,Flat,2570,0,70,4.0,2,2,1,1,0,1,1,0,1,0,0,0,0,Chamartín,Nueva España,,November,Avenida de Pío XII,40.4607609,-3.6765192
48,Flat,1050,1,58,9.0,1,1,1,1,1,1,1,1,1,0,0,0,0,Chamartín,Prosperidad,28002.0,November,Banco Sabadell,40.4466098,-3.6662768
49,Flat,1650,0,70,2.0,2,2,1,1,0,1,1,1,1,0,0,0,0,Chamartín,Ciudad Jardín,28002.0,November,Calle del General Zabala,40.4445122,-3.6770435
50,Flat,900,0,50,0.0,2,1,1,1,0,1,1,1,0,0,0,0,0,Chamartín,Castilla,28046.0,November,,,
51,Penthouse,3900,0,129,9.0,1,1,1,1,0,1,1,1,1,1,0,0,0,Chamartín,El Viso,28046.0,November,Paseo de la Castellana,40.4386448,-3.6908271
52,Flat,2565,0,60,0.0,1,1,1,1,0,1,1,1,0,0,0,0,0,Chamartín,Prosperidad,28006.0,October,Calle del Príncipe de Vergara,40.4410932,-3.6786866
53,Penthouse,1300,1,70,9.0,1,1,1,1,0,1,1,1,1,1,0,0,0,Chamartín,Prosperidad,28002.0,November,Calle Clara del Rey,40.4429927,-3.669342
54,Flat,4750,0,210,2.0,4,5,1,1,0,1,1,0,1,0,0,0,1,Chamartín,Nueva España,,November,Cámara de Comercio Alemana para España,40.46640075,-3.674538894188464
55,Flat,1400,0,122,4.0,3,2,1,1,0,1,1,0,1,1,0,0,0,Chamartín,Ciudad Jardín,,November,Calle de López de Hoyos,40.4421666,-3.6769737
56,Flat,950,0,65,4.0,2,1,1,1,0,1,1,1,1,0,1,0,0,Chamartín,Castilla,,November,Paseo de la Castellana,40.4662761,-3.6890941
57,Flat,1350,0,95,6.0,2,2,1,1,0,1,1,0,1,1,0,0,1,Chamartín,Prosperidad,28002.0,November,Calle de Luis de Salazar,40.4473312,-3.6659909
58,Flat,950,0,60,2.0,1,1,1,1,0,1,1,1,1,1,0,0,0,Chamartín,Prosperidad,28002.0,November,,,
59,Flat,1300,0,82,1.0,2,2,1,1,0,1,1,0,1,0,0,0,0,Chamartín,Prosperidad,28002.0,November,Calle de Luis de Salazar,40.4473312,-3.6659909
60,Flat,1975,1,100,2.0,2,2,1,1,0,1,1,1,1,0,0,0,0,Chamartín,Nueva España,,November,Cámara de Comercio Alemana para España,40.46640075,-3.674538894188464
61,Flat,1198,0,29,0.0,1,1,1,1,0,1,1,0,1,0,0,0,0,Chamartín,Prosperidad,,October,Prosperidad,40.443946,-3.6701659
62,Flat,1300,0,55,,1,1,1,1,0,1,1,0,0,0,0,0,0,Chamartín,Nueva España,28016.0,November,41,40.45889805,-3.680804649348695
63,Flat,1150,0,45,,1,1,1,1,0,1,1,0,0,0,0,0,0,Chamartín,Nueva España,28016.0,November,41,40.45889805,-3.680804649348695
64,Flat,3000,0,134,3.0,3,3,1,1,0,1,1,1,1,1,0,0,0,Chamartín,El Viso,,October,Sony Pictures Releasing de España S.A. de C.V.,40.4389012,-3.6892358
65,Flat,1250,0,76,1.0,3,1,1,1,0,1,1,0,0,0,0,0,0,Chamartín,Ciudad Jardín,28002.0,November,Calle de Sánchez Pacheco,40.4475816,-3.6722775
66,Flat,1300,0,60,3.0,1,1,1,1,1,1,1,0,1,0,0,1,0,Chamartín,Prosperidad,,October,Prosperidad,40.443946,-3.6701659
67,Penthouse,3900,1,129,9.0,1,1,1,1,0,1,1,1,1,1,0,0,0,Chamartín,El Viso,28046.0,November,Paseo de la Castellana,40.4386448,-3.6908271
68,Flat,3550,0,210,9.0,5,4,1,1,0,1,1,1,1,0,1,0,0,Chamartín,Nueva España,,November,Avenida de Alberto Alcocer,40.4587077,-3.6777557
69,Flat,2900,0,177,4.0,3,2,1,1,0,1,1,1,1,1,0,0,0,Chamartín,El Viso,,October,Avenida de Concha Espina,40.4519249,-3.6883545
70,Terraced,2500,0,215,,4,2,1,0,0,1,1,0,1,1,1,1,0,Chamartín,Ciudad Jardín,28002.0,October,Calle de Cabeza Grande,40.4507311,-3.6721129
71,Flat,1350,0,76,2.0,2,1,1,1,0,1,1,1,1,0,0,0,0,Chamartín,Bernabéu-Hispanoamérica,28036.0,November,,,
72,Flat,1500,0,90,3.0,2,1,1,1,0,1,1,1,0,0,0,0,0,Chamartín,Prosperidad,28002.0,October,Calle de Clara del Rey,40.4476478,-3.6676693
73,Flat,3950,0,223,1.0,4,5,1,1,1,1,1,1,1,1,0,0,1,Chamartín,Nueva España,28016.0,November,Calle de Santa María Magdalena,40.4603354,-3.6695068
74,Flat,1300,0,82,1.0,2,2,1,1,0,1,1,0,1,1,0,0,0,Chamartín,Prosperidad,,October,Prosperidad,40.443946,-3.6701659
75,Terraced,2100,0,90,2.0,2,2,1,0,0,1,1,1,1,1,0,0,0,Chamartín,Ciudad Jardín,28002.0,November,Calle de Valdelamasa,40.4506865,-3.6724703
76,Flat,800,0,45,6.0,1,1,1,1,0,0,0,0,0,0,0,0,0,Chamartín,Castilla,28036.0,October,Calle de Núñez Morgado,40.4677598,-3.6854259
77,Flat,1400,1,105,6.0,2,2,1,1,0,1,1,1,1,0,0,0,0,Chamartín,Bernabéu-Hispanoamérica,28016.0,November,,,
78,Flat,2300,0,160,8.0,3,2,1,1,0,1,1,1,1,0,0,0,0,Chamartín,Bernabéu-Hispanoamérica,28036.0,October,Estadio Santiago Bernabéu,40.4530225,-3.6874056737588647
79,Flat,830,0,45,0.0,1,1,1,1,0,1,1,0,0,0,0,0,0,Chamartín,Prosperidad,,November,Prosperidad,40.443946,-3.6701659
80,Flat,1300,0,69,1.0,1,1,1,1,0,1,1,1,1,0,0,0,0,Chamartín,El Viso,28002.0,November,Calle de Antonio Pérez,40.4422857,-3.681484
81,Flat,1200,0,90,1.0,2,1,1,1,1,1,1,1,1,1,0,1,0,Chamartín,Prosperidad,28002.0,October,Calle del Cardenal Silíceo,40.4438821,-3.6701737
82,Flat,950,0,45,7.0,2,1,1,1,0,0,0,0,1,0,0,0,0,Chamartín,Prosperidad,28002.0,October,Calle de Ros de Olano,40.4445572,-3.6722011
83,Flat,4800,0,278,3.0,5,3,1,1,1,1,1,1,1,1,0,1,0,Chamartín,El Viso,28046.0,November,Paseo de la Castellana,40.4386448,-3.6908271
84,Flat,945,0,65,4.0,2,1,1,1,0,1,1,1,1,0,1,0,0,Chamartín,Castilla,28046.0,November,298,40.4795805,-3.684892773851933
85,Duplex,1650,0,136,1.0,2,2,1,1,0,1,1,1,0,0,0,1,0,Chamartín,Nueva España,,October,Calle del Padre Damián,40.4627,-3.685032
86,Flat,2500,0,220,2.0,5,3,1,1,1,1,1,1,1,1,1,0,1,Chamartín,Castilla,,October,Avenida de Burgos,40.4823233,-3.6758457
87,Flat,2600,0,150,7.0,4,2,1,1,0,1,1,1,1,1,0,0,0,Chamartín,El Viso,,November,Sony Pictures Releasing de España S.A. de C.V.,40.4389012,-3.6892358
88,Flat,2450,1,94,8.0,2,2,1,1,0,1,1,1,1,0,0,0,0,Chamartín,Nueva España,28036.0,November,Calle del General Gallegos,40.4609727,-3.6853382
89,Flat,1150,0,85,1.0,1,2,1,1,1,1,1,1,1,1,0,0,1,Chamartín,Castilla,,November,Avenida de Burgos,40.4823233,-3.6758457
90,Flat,1600,0,80,1.0,2,2,1,1,0,1,1,1,1,0,0,0,0,Chamartín,Nueva España,28016.0,October,Calle de la Drácena,40.4638626,-3.6689641
91,Flat,1950,0,121,2.0,3,2,1,1,0,1,1,0,0,0,1,0,0,Chamartín,Ciudad Jardín,,October,Plaza de la Charca Verde,40.4508099,-3.6726396
92,Flat,3300,0,175,4.0,4,3,1,1,1,1,1,1,1,1,1,0,1,Chamartín,Bernabéu-Hispanoamérica,28036.0,November,,,
93,Flat,1350,1,85,2.0,2,2,1,1,0,1,1,1,1,1,0,0,0,Chamartín,Ciudad Jardín,,October,Plaza de la Charca Verde,40.4508099,-3.6726396
94,Flat,1650,0,115,3.0,4,2,1,1,0,1,1,1,1,0,0,1,0,Chamartín,Prosperidad,28002.0,November,Calle del Cardenal Silíceo,40.4438821,-3.6701737
95,Flat,1350,0,85,1.0,2,2,1,1,0,1,1,0,0,0,0,0,0,Chamartín,Nueva España,28006.0,October,Calle del Príncipe de Vergara,40.460311,-3.6766022
96,Flat,1200,0,70,6.0,1,1,1,1,0,1,1,1,1,0,0,0,0,Chamartín,Nueva España,,October,Paseo de la Castellana,40.4619897,-3.6896673
97,Flat,2500,0,130,1.0,2,2,1,1,1,1,1,1,1,0,0,0,0,Chamartín,El Viso,28006.0,October,Calle del Guadalquivir,40.4468273,-3.6870345
98,Terraced,1680,0,60,1.0,1,1,1,0,0,1,1,1,1,1,0,0,0,Chamartín,Ciudad Jardín,,November,Calle de la Charca Verde,40.4508099,-3.6726396
99,Flat,1800,0,130,,3,2,1,1,0,1,1,0,1,0,0,0,0,Chamartín,Ciudad Jardín,,November,Plaza de la Charca Verde,40.4508099,-3.6726396
100,Flat,1250,0,75,1.0,2,2,1,1,0,1,1,1,1,0,0,1,0,Chamartín,Bernabéu-Hispanoamérica,28036.0,November,,,
101,Flat,1300,1,80,1.0,2,1,1,1,0,1,1,1,0,1,0,0,0,Chamartín,Bernabéu-Hispanoamérica,28036.0,October,,,
102,Flat,1500,0,132,3.0,2,2,1,1,0,1,1,0,0,1,0,0,0,Chamartín,Prosperidad,,October,Prosperidad,40.443946,-3.6701659
103,Flat,1950,0,127,20.0,2,2,1,1,1,1,1,1,1,1,0,0,1,Chamartín,Prosperidad,,November,Avenida de América,40.4376477,-3.6772962
104,Flat,4200,0,258,1.0,2,3,1,1,1,1,1,1,1,1,0,1,1,Chamartín,El Viso,,November,Sony Pictures Releasing de España S.A. de C.V.,40.4389012,-3.6892358
105,Flat,1280,0,70,4.0,1,1,1,1,0,1,1,1,1,0,0,0,0,Chamartín,Bernabéu-Hispanoamérica,28036.0,October,,,
106,Flat,1600,0,120,2.0,3,2,1,1,0,1,1,1,1,0,0,0,0,Chamartín,Prosperidad,28002.0,October,Calle Clara del Rey,40.4429927,-3.669342
107,Flat,1950,0,120,20.0,2,2,1,1,0,1,1,0,1,0,0,0,0,Chamartín,Prosperidad,28002.0,November,27,40.4391687,-3.6741543
108,Flat,1070,0,55,4.0,1,1,1,1,1,1,1,1,1,0,0,0,0,Chamartín,Nueva España,28036.0,November,11,40.46348915,-3.683351736170213
109,Flat,1300,0,82,1.0,1,2,1,1,0,1,1,1,1,1,1,0,1,Chamartín,Bernabéu-Hispanoamérica,28016.0,October,,,
110,Flat,3850,0,285,6.0,4,4,1,1,0,1,1,1,1,1,1,1,0,Chamartín,El Viso,,October,Sony Pictures Releasing de España S.A. de C.V.,40.4389012,-3.6892358
111,Penthouse,1450,0,79,6.0,1,1,1,1,0,1,1,1,1,1,0,0,0,Chamartín,Ciudad Jardín,,October,Plaza de la Charca Verde,40.4508099,-3.6726396
112,Penthouse,900,0,67,3.0,1,1,1,1,0,1,1,0,0,1,0,0,0,Chamartín,Prosperidad,,October,Prosperidad,40.443946,-3.6701659
113,Flat,2000,0,154,,4,3,1,1,1,1,1,0,0,1,0,0,0,Chamartín,Castilla,,October,Calle de Mateo Inurria,40.4662443,-3.6882096
114,Penthouse,2000,0,80,,1,1,1,1,0,1,1,0,1,1,0,0,0,Chamartín,El Viso,,November,Sony Pictures Releasing de España S.A. de C.V.,40.4389012,-3.6892358
115,Flat,2500,0,170,3.0,3,3,1,1,0,1,1,1,1,0,0,1,0,Chamartín,El Viso,,October,Sony Pictures Releasing de España S.A. de C.V.,40.4389012,-3.6892358
116,Flat,2300,0,120,3.0,2,2,1,1,1,1,1,1,1,0,0,0,0,Chamartín,Bernabéu-Hispanoamérica,28036.0,October,,,
117,Flat,1300,1,50,0.0,1,1,1,1,0,1,1,1,1,1,0,0,0,Chamartín,Prosperidad,28002.0,November,108,40.4437361,-3.6745675
118,Duplex,3400,0,235,9.0,5,4,1,1,0,1,1,1,1,0,0,0,0,Chamartín,Bernabéu-Hispanoamérica,28036.0,November,,,
119,Flat,1050,0,113,1.0,3,1,1,1,0,1,1,0,0,1,0,0,0,Chamartín,Prosperidad,28002.0,October,,,
120,Flat,1300,0,65,4.0,2,1,1,1,0,1,1,1,1,0,0,0,0,Chamartín,Bernabéu-Hispanoamérica,28016.0,October,,,
121,Flat,1100,0,65,1.0,2,1,1,1,0,1,1,0,0,0,0,0,0,Chamartín,Ciudad Jardín,28006.0,October,Calle del Príncipe de Vergara,40.4429238,-3.6784831
122,Flat,2600,0,138,3.0,3,2,1,1,1,1,1,1,1,1,0,0,0,Chamartín,Nueva España,,November,Paseo de La Habana,40.4623824,-3.6802931
123,Flat,860,0,68,0.0,2,1,1,1,0,0,0,0,0,0,0,0,0,Chamartín,Castilla,28046.0,November,Calle de Pablo Luna,40.4788104,-3.6842537
124,Flat,2300,0,120,3.0,2,2,1,1,1,1,1,1,1,0,0,0,0,Chamartín,Bernabéu-Hispanoamérica,28036.0,October,Estadio Santiago Bernabéu,40.4530225,-3.6874056737588647
125,Flat,3200,0,220,2.0,3,3,1,1,1,1,1,1,1,0,0,1,0,Chamartín,Nueva España,,October,Cámara de Comercio Alemana para España,40.46640075,-3.674538894188464
126,Flat,2300,0,110,3.0,2,2,1,1,1,1,1,1,1,0,0,0,1,Chamartín,Bernabéu-Hispanoamérica,28036.0,November,,,
127,Flat,1300,0,60,2.0,1,1,1,1,1,1,1,1,1,0,0,0,0,Chamartín,Ciudad Jardín,,November,Plaza de la Charca Verde,40.4508099,-3.6726396
128,Penthouse,1400,0,110,6.0,2,1,1,1,0,1,1,1,1,1,0,1,0,Chamartín,Prosperidad,28002.0,October,Calle del General Zabala,40.4428093,-3.6747321
129,Flat,1300,0,70,2.0,1,1,1,1,1,1,1,1,1,0,0,0,0,Chamartín,Ciudad Jardín,28002.0,October,Calle de Pantoja,40.4479293,-3.6711358
130,Flat,1195,0,55,7.0,1,1,1,1,0,1,1,1,0,0,0,0,1,Chamartín,Prosperidad,28002.0,November,Calle del Corazón de María,40.4485058,-3.6662302
131,Penthouse,1400,0,110,6.0,3,1,1,1,0,1,1,0,1,1,0,0,0,Chamartín,Ciudad Jardín,,October,Plaza de la Charca Verde,40.4508099,-3.6726396
132,Flat,3000,0,192,3.0,5,3,1,1,1,1,1,1,1,0,0,1,0,Chamartín,El Viso,28002.0,October,,,
133,Penthouse,1900,1,98,8.0,2,2,1,1,0,1,1,1,1,1,0,0,0,Chamartín,Nueva España,28036.0,October,9,40.4605644,-3.6875639
134,Flat,975,0,46,0.0,1,1,1,1,0,1,1,0,1,0,0,0,0,Chamartín,El Viso,,October,Sony Pictures Releasing de España S.A. de C.V.,40.4389012,-3.6892358
135,Flat,1150,0,70,1.0,3,1,1,1,0,1,1,1,1,0,0,0,0,Chamartín,Ciudad Jardín,28002.0,October,Calle de Vinaroz,40.4460123,-3.6761917
136,Flat,1290,0,83,2.0,3,1,1,1,0,1,1,0,1,0,0,0,0,Chamartín,Bernabéu-Hispanoamérica,28006.0,November,,,
137,Flat,2400,0,171,3.0,4,3,1,1,0,1,1,1,1,0,0,0,0,Chamartín,Bernabéu-Hispanoamérica,28036.0,October,,,
138,Flat,1500,1,126,3.0,3,2,1,1,1,1,1,1,1,1,0,0,0,Chamartín,Castilla,28036.0,October,32,40.4795434,-3.674810645737564
139,Flat,1350,0,70,1.0,2,2,1,1,0,1,1,1,1,0,0,0,0,Chamartín,Ciudad Jardín,28002.0,November,Calle de Cartagena,40.4441817,-3.6782048
140,Penthouse,1600,0,110,4.0,2,2,1,1,1,1,1,1,1,0,0,0,1,Chamartín,Nueva España,28016.0,November,Calle del Torpedero Tucumán,40.4624378,-3.6716981
141,Flat,2500,1,120,1.0,3,3,1,1,1,1,1,1,1,1,1,1,1,Chamartín,Nueva España,28036.0,October,,,
142,Flat,2100,1,165,4.0,4,2,1,1,0,1,1,1,1,0,1,1,0,Chamartín,El Viso,28036.0,November,12,40.4515821,-3.6883184
143,Flat,2500,0,122,,2,2,1,1,1,0,0,1,1,1,1,1,1,Chamartín,Ciudad Jardín,28002.0,November,Calle de Pradillo,40.4487115,-3.6774487
144,Flat,1858,0,108,5.0,3,2,1,1,0,0,0,1,1,0,1,0,0,Chamartín,Nueva España,28016.0,October,Calle de Santa María Magdalena,40.4603354,-3.6695068
145,Flat,1750,0,85,1.0,2,2,1,1,0,1,1,0,1,0,0,0,0,Chamartín,Bernabéu-Hispanoamérica,28036.0,November,Estadio Santiago Bernabéu,40.4530225,-3.6874056737588647
146,Flat,4950,0,310,3.0,5,4,1,1,0,1,1,1,1,0,0,0,0,Chamartín,El Viso,,October,Calle de Pedro de Valdivia,40.4390634,-3.6890248
147,Flat,1700,0,85,1.0,2,2,1,1,0,1,1,0,1,0,0,0,0,Chamartín,Bernabéu-Hispanoamérica,28036.0,November,Estadio Santiago Bernabéu,40.4530225,-3.6874056737588647
148,Flat,900,1,85,3.0,2,1,1,1,0,1,1,1,0,1,0,0,0,Chamartín,Castilla,28046.0,November,4,40.47678845,-3.684411844162544
149,Flat,2350,0,102,9.0,3,2,1,1,0,1,1,1,0,1,0,0,0,Chamartín,Bernabéu-Hispanoamérica,28036.0,October,,,
150,Flat,2250,0,95,11.0,3,3,1,1,0,1,1,1,1,1,0,1,1,Chamartín,Nueva España,,November,Avenida de Alberto Alcocer,40.4587077,-3.6777557
151,Flat,1000,0,60,7.0,1,1,1,1,0,1,1,1,1,1,0,0,1,Chamartín,Castilla,,November,Plaza de Castilla,40.4660763,-3.6887915
152,Flat,2300,0,120,3.0,2,2,1,1,1,1,1,1,1,0,0,0,0,Chamartín,Bernabéu-Hispanoamérica,28036.0,October,,,
153,Flat,2950,0,179,0.0,3,3,1,1,0,1,1,1,1,0,0,0,1,Chamartín,Nueva España,28016.0,November,,,
154,Flat,1580,0,75,2.0,1,1,1,1,0,1,1,1,1,0,0,0,1,Chamartín,Castilla,28036.0,November,92,40.4719611,-3.673387804545455
155,Flat,1500,1,127,1.0,2,1,1,1,1,1,1,1,1,0,0,0,0,Chamartín,Bernabéu-Hispanoamérica,28016.0,November,,,
156,Flat,2700,0,160,2.0,4,4,1,1,0,1,1,1,1,0,1,0,0,Chamartín,El Viso,,October,Calle de Joaquín Costa,40.4460725,-3.6894025
157,Flat,1250,0,72,4.0,2,1,1,1,0,1,1,1,0,0,0,0,0,Chamartín,El Viso,28006.0,November,Calle de Antonio Pérez,40.4422857,-3.681484
158,Flat,1450,0,90,4.0,2,2,1,1,1,1,1,1,1,0,0,0,1,Chamartín,Castilla,,November,Avenida de Burgos,40.4823233,-3.6758457
159,Flat,1250,0,110,1.0,3,2,1,1,0,0,0,0,1,1,0,0,0,Chamartín,Ciudad Jardín,28002.0,November,Calle de García Luna,40.4461999,-3.6747907
160,Flat,1350,0,65,2.0,1,1,1,1,0,1,1,1,1,0,0,0,1,Chamartín,Bernabéu-Hispanoamérica,28036.0,November,,,
161,Flat,2500,0,160,2.0,4,2,1,1,0,1,1,1,0,1,0,0,0,Chamartín,El Viso,28006.0,November,Calle de Gabriel Lobo,40.4425761,-3.6811011
162,Flat,2400,0,166,1.0,4,2,1,1,0,1,1,0,1,0,0,0,0,Chamartín,Ciudad Jardín,,September,Plaza de la Charca Verde,40.4508099,-3.6726396
163,Flat,1100,0,56,0.0,1,1,1,1,0,1,1,1,0,0,0,0,0,Chamartín,El Viso,28006.0,November,,,
164,Flat,2800,1,200,0.0,4,4,1,1,1,1,1,1,1,0,0,0,1,Chamartín,Nueva España,28016.0,September,61,40.4668591,-3.6750013
165,Flat,1260,0,80,7.0,1,1,1,1,0,1,1,1,1,1,0,0,1,Chamartín,Castilla,,October,Calle de Mauricio Legendre,40.4763515,-3.6840541
166,Flat,1485,0,50,3.0,1,1,1,1,0,1,1,0,1,0,0,0,0,Chamartín,Prosperidad,28002.0,November,Calle del Corazón de María,40.4485058,-3.6662302
