,floor_built,subdistrict,bathrooms,floor,district,bedrooms,air_conditioning,fitted_wardrobes,garage_included,private_owner,balcony
7339,50,1969.5944151832307,1,0,1848.1300723995475,1,0,1,0,0,0
4622,120,1042.5365707096314,2,1,943.1819623208775,3,0,1,1,1,0
5363,107,2223.5609729977564,1,6,2432.499556198407,3,0,0,0,0,0
7343,118,1971.3293388921502,1,2,1848.1300723995475,2,1,0,0,0,1
4204,96,958.0746586280278,2,4,1233.6969424440695,3,1,0,0,1,0
7319,46,1971.3293388921502,1,0,1848.1300723995475,1,1,0,0,0,0
1964,95,2694.678683136039,2,1,2161.0284695868604,1,1,1,0,0,0
2678,48,1072.0970473494451,1,6,1557.649671927716,1,1,1,0,1,0
7606,75,1605.973354087283,1,0,1848.1300723995475,2,1,0,0,0,0
904,220,2429.8684325082836,4,2,1640.7201765841617,4,0,1,1,0,0
4121,52,958.0746586280278,1,0,1233.6969424440695,0,1,1,0,0,0
6632,100,1605.973354087283,2,3,1848.1300723995475,2,1,1,0,1,1
6848,75,2210.5592126265187,1,4,1848.1300723995475,1,1,1,0,0,0
5111,168,2821.352634017893,2,5,2432.499556198407,3,1,1,1,0,1
2620,125,1363.5830710241676,1,2,1301.7464633309805,3,1,0,0,0,0
6831,45,1969.5944151832307,1,2,1848.1300723995475,1,0,0,0,0,0
388,85,2041.757763015157,2,1,1924.735143390946,2,1,0,0,1,0
2402,85,1307.0803150478166,1,6,1301.7464633309805,2,0,1,0,0,0
3141,63,1072.0970473494451,2,0,1557.649671927716,2,1,1,0,0,0
4089,50,1098.8428903756871,1,2,1233.6969424440695,2,1,1,0,1,1
3566,70,1184.3758531480348,1,3,1773.2995514961183,3,0,1,0,1,0
6161,35,1250.938375599299,1,7,1629.642194242578,0,1,1,1,0,0
3202,40,1244.946101173764,1,1,1557.649671927716,1,0,1,1,1,1
5631,123,2223.5609729977564,2,2,2432.499556198407,3,1,1,0,0,0
1630,96,1955.442642756042,1,0,2161.0284695868604,2,1,1,0,0,0
5674,130,2813.642519715502,2,3,2432.499556198407,3,1,1,1,0,0
6010,72,817.0738409103712,2,3,850.803111720161,0,1,1,1,1,1
7348,59,1969.5944151832307,1,5,1848.1300723995475,2,0,0,0,0,0
6606,55,1822.6305171996403,1,1,1848.1300723995475,1,0,1,0,0,0
954,123,1445.3545932406842,2,3,1640.7201765841617,3,1,1,1,0,0
7081,30,1605.973354087283,1,2,1848.1300723995475,0,1,1,0,0,0
6206,90,1479.014960744849,2,1,1629.642194242578,2,1,1,1,0,0
7464,82,2210.5592126265187,1,1,1848.1300723995475,2,1,0,0,0,1
3895,109,1181.5093101631392,2,4,927.243038503216,2,0,1,1,1,0
5411,65,2813.642519715502,1,7,2432.499556198407,1,1,1,0,0,0
2644,57,1307.0803150478166,1,1,1301.7464633309805,1,1,1,0,1,1
1851,78,2326.721192006667,1,2,2161.0284695868604,2,1,1,0,0,0
4101,123,1595.4214451878436,2,4,1233.6969424440695,3,0,1,1,0,0
1494,71,2014.3944721711568,2,2,1919.137486048757,2,1,1,0,0,1
132,192,2565.4046762527896,3,3,1924.735143390946,5,1,1,1,0,0
505,148,1310.5436387571938,2,5,1924.735143390946,3,1,1,1,1,0
4599,182,1224.281405597951,3,4,1090.8186581037687,3,1,1,1,0,0
4401,47,1107.9035171727414,1,1,1005.9320210441978,1,0,0,0,0,0
306,80,2565.4046762527896,1,4,1924.735143390946,2,0,1,0,1,0
1934,85,1850.3131654554672,1,1,2161.0284695868604,2,1,0,0,0,0
4824,41,850.7745479127937,1,1,889.030233659284,1,1,1,0,0,0
5092,110,2633.666621779537,1,3,2432.499556198407,4,0,0,0,1,0
983,268,1785.2131654554673,5,0,1640.7201765841617,5,0,1,1,0,0
2382,106,1303.80848653284,2,4,1301.7464633309805,3,1,1,0,1,0
5710,60,2633.666621779537,1,1,2432.499556198407,1,1,1,0,0,0
459,120,2565.4046762527896,2,4,1924.735143390946,2,1,1,1,0,0
1446,77,2014.3944721711568,1,5,1919.137486048757,3,0,1,0,0,0
887,65,1785.2131654554673,1,4,1640.7201765841617,1,1,1,1,1,0
1967,225,2326.721192006667,4,3,2161.0284695868604,4,1,1,1,0,0
6481,110,1397.141159781011,1,2,1629.642194242578,1,1,0,1,0,0
3380,128,1015.3455235698771,2,3,1065.5090123520292,2,1,0,0,0,0
1516,62,1399.6849520214823,1,2,1919.137486048757,1,1,1,1,0,0
5541,174,2813.642519715502,2,5,2432.499556198407,2,1,1,0,0,0
1551,170,1888.2529309772844,2,6,2161.0284695868604,3,1,1,0,0,0
1231,51,2014.3944721711568,1,1,1919.137486048757,1,0,1,0,0,0
4931,70,875.5219424257789,1,2,889.030233659284,2,0,0,0,1,1
7303,71,2210.5592126265187,1,5,1848.1300723995475,1,1,1,0,0,0
7301,32,1971.3293388921502,1,1,1848.1300723995475,1,1,0,0,0,0
5416,90,2223.5609729977564,2,2,2432.499556198407,2,1,1,0,0,0
5985,91,2223.5609729977564,2,4,2432.499556198407,2,1,1,0,0,0
2968,135,1933.6920478837662,2,7,1557.649671927716,2,1,1,1,0,0
5413,58,2813.642519715502,1,4,2432.499556198407,1,1,1,0,0,0
292,170,2041.757763015157,3,4,1924.735143390946,4,1,1,0,0,1
6967,70,1643.224517225123,1,5,1848.1300723995475,1,1,0,0,0,0
3615,25,2360.8286019668476,1,0,1773.2995514961183,0,1,1,0,0,0
7381,188,1605.973354087283,2,5,1848.1300723995475,2,1,0,0,0,0
5130,84,1618.0971522731115,1,4,2432.499556198407,2,0,1,0,0,0
4666,70,986.5219424257789,1,1,943.1819623208775,2,0,0,0,1,1
7525,85,2210.5592126265187,1,2,1848.1300723995475,2,0,1,0,0,0
4498,29,1107.9035171727414,1,0,1005.9320210441978,0,1,0,0,0,0
2945,75,1933.6920478837662,1,4,1557.649671927716,1,1,1,0,1,0
5041,170,1618.0971522731115,3,4,2432.499556198407,4,1,1,1,0,0
1153,150,2604.162396896911,3,5,1919.137486048757,3,1,1,1,0,0
5764,189,2633.666621779537,2,5,2432.499556198407,4,0,1,0,0,1
1757,40,2326.721192006667,1,6,2161.0284695868604,1,1,1,0,0,0
5194,196,2821.352634017893,3,4,2432.499556198407,3,1,1,1,0,0
4383,75,1098.8428903756871,2,8,1233.6969424440695,2,1,1,0,0,0
6129,124,1479.014960744849,2,1,1629.642194242578,3,1,0,0,0,1
6446,110,1389.833228409667,2,5,1629.642194242578,2,0,1,1,1,0
608,50,1397.5029862787426,1,3,1924.735143390946,1,1,1,1,1,0
65,76,1397.5029862787426,1,1,1924.735143390946,3,0,0,0,0,0
4854,40,850.7745479127937,1,3,889.030233659284,1,1,0,0,0,0
824,90,1445.3545932406842,2,4,1640.7201765841617,2,1,1,1,0,0
6490,62,1479.014960744849,2,2,1629.642194242578,2,1,1,1,0,0
4982,64,1018.8322840966706,1,4,1028.447379222096,3,0,0,0,0,0
5641,63,1435.4708320168122,1,5,2432.499556198407,1,1,1,0,1,0
6381,105,1422.0916645783918,2,12,1629.642194242578,3,0,1,0,0,0
2294,102,961.4483322322429,1,8,948.176640496566,2,1,1,1,1,1
2193,180,2694.678683136039,2,7,2161.0284695868604,3,1,1,0,0,0
3190,60,1734.2144629054412,1,23,1557.649671927716,1,1,0,0,0,1
1411,50,1399.6849520214823,1,4,1919.137486048757,1,1,1,0,0,0
7336,60,1605.973354087283,1,1,1848.1300723995475,2,1,1,0,0,0
1241,200,2496.3070249563402,4,6,1919.137486048757,3,1,1,1,0,1
5360,30,2821.352634017893,1,2,2432.499556198407,0,1,1,0,0,0
7170,85,1605.973354087283,1,2,1848.1300723995475,1,1,0,0,0,1
3875,127,1860.2384333859775,2,4,1773.2995514961183,4,1,1,0,0,0
7121,40,1643.224517225123,1,2,1848.1300723995475,1,1,0,0,0,0
4876,50,850.7745479127937,1,0,889.030233659284,3,0,1,0,0,0
2433,148,1307.0803150478166,2,3,1301.7464633309805,4,1,1,1,1,0
6646,110,1643.224517225123,2,4,1848.1300723995475,3,1,1,0,1,0
195,80,1397.5029862787426,1,4,1924.735143390946,2,0,0,0,1,1
5945,81,2633.666621779537,1,0,2432.499556198407,3,1,0,0,0,0
1981,115,1955.442642756042,2,3,2161.0284695868604,2,1,1,0,0,1
2276,70,961.4483322322429,1,5,948.176640496566,2,0,1,1,0,0
439,150,2565.4046762527896,2,4,1924.735143390946,4,1,1,0,0,1
5458,140,1435.4708320168122,2,2,2432.499556198407,4,1,0,0,0,0
582,190,2565.4046762527896,3,3,1924.735143390946,2,1,1,0,0,0
1466,100,2014.3944721711568,2,1,1919.137486048757,3,1,1,0,1,0
7295,42,1822.6305171996403,1,6,1848.1300723995475,1,1,1,0,0,0
2171,41,2326.721192006667,1,4,2161.0284695868604,2,0,0,0,0,0
2982,65,1244.946101173764,1,1,1557.649671927716,2,1,1,0,0,0
3030,57,1366.9210595049701,2,3,1557.649671927716,2,1,1,0,0,0
4368,74,958.0746586280278,1,0,1233.6969424440695,3,0,0,0,0,0
463,120,1377.8023914145683,3,13,1924.735143390946,3,1,1,1,0,0
6844,57,1643.224517225123,1,4,1848.1300723995475,1,0,0,0,0,0
6803,110,1971.3293388921502,2,2,1848.1300723995475,2,1,1,0,0,1
2028,45,1955.442642756042,1,2,2161.0284695868604,1,1,1,0,0,0
3158,135,1933.6920478837662,2,12,1557.649671927716,2,1,1,0,0,0
1984,225,2326.721192006667,4,3,2161.0284695868604,4,1,1,1,0,0
726,89,1692.6263309109345,2,3,1640.7201765841617,3,1,0,0,0,0
7782,75,1105.059842979397,1,3,1233.9589170661993,2,1,0,0,1,0
2542,75,1363.5830710241676,2,1,1301.7464633309805,2,1,1,1,1,0
6660,46,1605.973354087283,1,5,1848.1300723995475,1,1,1,0,0,1
192,40,1310.5436387571938,1,0,1924.735143390946,1,1,1,0,0,0
5481,46,2223.5609729977564,1,1,2432.499556198407,0,1,0,0,0,0
831,231,2433.643388716323,3,4,1640.7201765841617,5,1,1,1,0,0
5664,252,2633.666621779537,3,6,2432.499556198407,3,1,0,1,0,0
3004,76,1734.2144629054412,2,5,1557.649671927716,2,0,0,1,1,1
7504,43,1969.5944151832307,1,3,1848.1300723995475,1,1,1,0,1,0
2289,58,961.4483322322429,1,1,948.176640496566,1,1,1,1,1,0
2434,45,1303.80848653284,1,1,1301.7464633309805,1,0,1,0,0,0
1938,95,2694.678683136039,2,4,2161.0284695868604,2,0,1,0,0,1
5669,90,2633.666621779537,2,7,2432.499556198407,2,0,1,0,0,0
3945,87,1181.5093101631392,2,1,927.243038503216,3,1,1,0,0,0
4300,61,958.0746586280278,1,4,1233.6969424440695,3,0,0,0,0,0
6966,72,1605.973354087283,1,5,1848.1300723995475,2,1,1,0,0,0
559,80,2041.757763015157,1,6,1924.735143390946,3,0,0,0,0,0
6046,99,817.0738409103712,1,0,850.803111720161,2,0,1,1,0,0
4957,70,875.5219424257789,1,1,889.030233659284,2,0,0,0,0,0
6264,40,2427.254165072983,1,1,1629.642194242578,0,1,1,1,0,0
743,120,1785.2131654554673,3,5,1640.7201765841617,2,1,1,0,0,0
1813,80,2694.678683136039,2,1,2161.0284695868604,2,1,0,0,0,0
1791,70,2326.721192006667,1,2,2161.0284695868604,1,1,1,0,0,0
587,129,2041.757763015157,2,1,1924.735143390946,2,1,1,0,1,1
6593,55,1605.973354087283,1,4,1848.1300723995475,1,0,1,0,0,1
5359,30,2821.352634017893,1,2,2432.499556198407,0,1,1,0,0,0
1438,140,2014.3944721711568,3,1,1919.137486048757,3,1,1,0,0,0
6532,33,1643.224517225123,2,1,1848.1300723995475,2,1,1,0,0,0
7351,60,1969.5944151832307,1,2,1848.1300723995475,1,1,1,0,1,0
950,115,1445.3545932406842,2,1,1640.7201765841617,3,0,1,1,0,0
5740,85,1618.0971522731115,1,4,2432.499556198407,1,1,1,0,0,0
1506,156,2496.3070249563402,2,10,1919.137486048757,4,1,1,1,0,1
2129,225,2326.721192006667,4,3,2161.0284695868604,4,1,0,0,0,0
6643,140,1605.973354087283,2,7,1848.1300723995475,2,0,0,1,0,0
4265,90,1093.6745920188625,1,3,1233.6969424440695,3,1,1,0,0,0
7778,160,1332.4263309109344,2,3,1233.9589170661993,4,1,1,1,0,0
6203,145,1389.833228409667,2,5,1629.642194242578,4,1,1,1,0,0
4631,93,986.5219424257789,1,1,943.1819623208775,2,1,1,1,0,0
6443,90,2427.254165072983,2,5,1629.642194242578,3,1,1,1,1,0
4380,28,958.0746586280278,1,4,1233.6969424440695,0,1,0,0,0,0
969,90,1586.7357613655568,2,2,1640.7201765841617,2,1,1,1,1,0
2886,35,1734.2144629054412,1,2,1557.649671927716,1,1,1,0,0,0
2067,150,2694.678683136039,2,4,2161.0284695868604,2,1,1,0,0,0
2260,65,961.4483322322429,1,2,948.176640496566,0,1,1,0,1,1
16,60,2565.4046762527896,1,4,1924.735143390946,2,0,0,0,0,0
7070,45,1643.224517225123,1,2,1848.1300723995475,1,1,0,0,0,0
329,185,2041.757763015157,3,7,1924.735143390946,4,1,1,0,0,0
4661,78,931.5329136386683,1,0,943.1819623208775,1,1,0,0,0,0
7681,30,1605.973354087283,1,2,1848.1300723995475,1,0,0,0,0,0
1217,184,2014.3944721711568,2,5,1919.137486048757,4,1,1,0,0,0
1931,55,1955.442642756042,1,4,2161.0284695868604,1,1,1,0,1,1
4667,90,967.8327337695262,2,2,943.1819623208775,3,0,1,0,0,0
3262,65,1019.3764466423203,1,2,1065.5090123520292,3,1,0,0,0,1
2570,108,1363.5830710241676,1,0,1301.7464633309805,2,1,1,0,0,0
1429,88,1399.6849520214823,2,6,1919.137486048757,2,1,1,1,1,0
433,45,2247.0750811056214,1,0,1924.735143390946,1,1,0,0,0,0
1270,75,1399.6849520214823,1,2,1919.137486048757,2,1,0,0,0,0
7491,75,1605.973354087283,2,1,1848.1300723995475,2,0,1,0,0,0
4673,70,1061.4122987034937,1,8,943.1819623208775,1,1,1,0,1,0
3348,56,999.1563689866686,1,1,1065.5090123520292,3,0,0,0,0,0
6516,95,1971.3293388921502,2,1,1848.1300723995475,2,0,1,0,0,0
6512,45,2210.5592126265187,1,3,1848.1300723995475,0,1,1,1,0,1
4889,115,995.0274280322236,2,3,889.030233659284,3,0,0,1,0,0
1227,50,2496.3070249563402,1,5,1919.137486048757,1,1,0,0,0,0
3616,37,2360.8286019668476,1,2,1773.2995514961183,0,1,1,1,1,0
3011,129,1072.0970473494451,2,3,1557.649671927716,3,1,1,0,0,0
6234,97,2458.5696217023665,2,3,1629.642194242578,2,1,1,1,0,0
3361,86,1160.4348859792096,2,6,1065.5090123520292,2,1,1,1,0,0
3033,108,1734.2144629054412,2,3,1557.649671927716,2,1,1,1,0,0
5867,60,2821.352634017893,1,0,2432.499556198407,2,0,1,0,0,0
1388,76,1269.801120630257,1,4,1919.137486048757,2,0,1,0,0,0
5778,45,1618.0971522731115,1,5,2432.499556198407,1,1,1,0,1,1
3126,123,1933.6920478837662,1,6,1557.649671927716,2,1,1,1,0,0
3854,50,1895.5738409103712,1,0,1773.2995514961183,1,1,0,0,0,0
3656,63,1860.2384333859775,1,1,1773.2995514961183,2,1,1,0,0,0
7110,24,1822.6305171996403,1,1,1848.1300723995475,0,1,0,0,0,0
6813,48,1969.5944151832307,1,4,1848.1300723995475,0,1,0,1,0,0
2713,124,1244.946101173764,2,2,1557.649671927716,3,0,1,1,0,0
2127,66,1603.6327285909183,1,6,2161.0284695868604,2,1,1,0,0,0
406,105,2565.4046762527896,2,2,1924.735143390946,3,1,1,1,0,0
4985,100,1160.8083246819092,2,5,1028.447379222096,3,0,1,0,1,0
1080,118,1445.3545932406842,2,1,1640.7201765841617,2,1,1,1,0,0
6378,58,1389.833228409667,1,3,1629.642194242578,1,1,1,1,0,0
5294,119,2821.352634017893,2,4,2432.499556198407,2,1,1,0,1,0
2197,80,1888.2529309772844,1,6,2161.0284695868604,1,1,1,1,0,0
3105,33,1734.2144629054412,1,1,1557.649671927716,1,1,1,0,0,0
7451,25,2210.5592126265187,1,4,1848.1300723995475,0,1,0,0,0,0
5948,85,2821.352634017893,2,2,2432.499556198407,3,1,0,0,0,1
5833,139,2813.642519715502,2,3,2432.499556198407,2,1,1,0,0,0
1057,115,1692.6263309109345,2,1,1640.7201765841617,4,0,1,1,0,0
1995,235,2694.678683136039,3,4,2161.0284695868604,3,1,1,1,0,1
974,97,1692.6263309109345,2,2,1640.7201765841617,2,1,1,1,0,1
3329,29,1015.3455235698771,1,0,1065.5090123520292,0,1,1,1,0,0
724,55,1445.3545932406842,1,6,1640.7201765841617,1,1,1,1,0,0
562,92,2247.0750811056214,2,3,1924.735143390946,3,1,1,0,0,0
7536,59,1605.973354087283,1,2,1848.1300723995475,1,1,1,0,0,1
6788,130,1971.3293388921502,2,9,1848.1300723995475,2,1,1,0,0,0
1523,99,1888.2529309772844,2,6,2161.0284695868604,2,1,1,1,0,1
684,70,1397.5029862787426,2,1,1924.735143390946,2,1,1,0,0,0
37,55,1310.5436387571938,1,9,1924.735143390946,1,1,1,0,1,0
7796,135,1105.059842979397,2,4,1233.9589170661993,3,1,1,1,0,1
48,58,1377.8023914145683,1,9,1924.735143390946,1,1,1,1,1,0
3979,100,1010.0598429793969,2,1,927.243038503216,3,0,0,1,0,0
2679,50,1933.6920478837662,1,1,1557.649671927716,1,1,1,1,0,0
1008,101,1445.3545932406842,2,1,1640.7201765841617,2,1,1,1,0,0
2048,52,2326.721192006667,1,7,2161.0284695868604,1,0,1,0,0,0
4104,100,1595.4214451878436,2,7,1233.6969424440695,2,1,1,1,1,0
6900,75,1643.224517225123,1,4,1848.1300723995475,2,0,0,0,0,0
4509,61,908.127559444105,1,6,1005.9320210441978,2,1,1,0,0,0
2123,64,1888.2529309772844,1,4,2161.0284695868604,2,1,1,0,0,0
6710,31,1605.973354087283,1,0,1848.1300723995475,1,1,0,0,0,0
6650,163,1643.224517225123,2,1,1848.1300723995475,5,0,1,0,0,1
1983,239,2694.678683136039,2,4,2161.0284695868604,3,1,0,1,0,0
1771,23,2694.678683136039,1,4,2161.0284695868604,0,0,0,0,1,0
5818,140,1435.4708320168122,2,7,2432.499556198407,3,0,1,0,0,1
5974,45,2633.666621779537,1,4,2432.499556198407,1,1,1,0,0,0
3780,73,1184.3758531480348,1,5,1773.2995514961183,3,0,0,1,0,0
30,60,2041.757763015157,1,4,1924.735143390946,2,1,1,1,1,0
4392,50,1098.8428903756871,1,3,1233.6969424440695,1,1,0,0,0,0
69,177,2565.4046762527896,2,4,1924.735143390946,3,1,1,0,0,0
1092,29,1586.7357613655568,1,2,1640.7201765841617,0,1,1,1,0,0
3292,110,1160.4348859792096,2,4,1065.5090123520292,3,1,1,1,0,0
3687,175,2360.8286019668476,3,2,1773.2995514961183,4,1,1,1,0,0
3085,45,1734.2144629054412,1,3,1557.649671927716,0,1,1,0,0,0
1527,140,2326.721192006667,3,2,2161.0284695868604,4,1,1,1,0,0
238,40,1377.8023914145683,1,4,1924.735143390946,1,1,1,0,1,0
4445,100,1060.377218184891,2,11,1005.9320210441978,3,1,1,1,0,1
3591,70,1184.3758531480348,1,3,1773.2995514961183,3,0,0,0,1,0
6302,85,1389.833228409667,2,1,1629.642194242578,2,0,1,1,1,0
6725,82,1971.3293388921502,1,3,1848.1300723995475,1,1,1,0,1,0
3720,40,1895.5738409103712,1,0,1773.2995514961183,0,1,0,0,0,0
1261,38,2014.3944721711568,1,3,1919.137486048757,1,1,1,0,0,0
6603,45,1643.224517225123,1,2,1848.1300723995475,1,1,1,0,0,0
1013,101,1445.3545932406842,2,1,1640.7201765841617,2,1,0,0,0,0
6026,87,881.0548560644471,1,1,850.803111720161,2,0,1,1,0,0
6547,102,1643.224517225123,3,4,1848.1300723995475,3,1,1,0,1,0
2591,82,1363.5830710241676,2,3,1301.7464633309805,2,1,1,0,1,0
2201,130,1888.2529309772844,2,6,2161.0284695868604,3,1,1,0,1,0
4862,59,875.5219424257789,1,1,889.030233659284,3,0,0,0,0,0
6097,55,817.0738409103712,1,3,850.803111720161,1,1,1,1,0,0
5536,65,1618.0971522731115,1,1,2432.499556198407,1,1,1,1,0,1
5911,96,1618.0971522731115,2,2,2432.499556198407,2,1,1,1,0,0
7716,211,1822.6305171996403,2,3,1848.1300723995475,1,1,1,0,0,1
7315,50,2210.5592126265187,1,2,1848.1300723995475,1,1,1,0,0,1
2603,65,1303.80848653284,1,2,1301.7464633309805,3,1,0,0,1,1
3581,70,1860.2384333859775,1,13,1773.2995514961183,1,0,1,0,0,0
4621,75,959.4829136386683,2,6,943.1819623208775,2,1,1,0,0,0
2036,192,2326.721192006667,4,6,2161.0284695868604,4,1,1,0,0,0
3988,55,1103.26103439928,2,2,1233.6969424440695,2,0,1,0,1,1
263,105,2565.4046762527896,2,3,1924.735143390946,2,1,1,0,0,0
6891,60,1605.973354087283,1,1,1848.1300723995475,1,1,0,0,0,0
7654,52,1643.224517225123,1,0,1848.1300723995475,2,1,0,0,0,0
1659,145,1850.3131654554672,2,1,2161.0284695868604,2,1,1,0,0,1
1885,158,1888.2529309772844,2,5,2161.0284695868604,3,1,1,0,0,0
2893,51,1734.2144629054412,1,4,1557.649671927716,1,0,1,0,0,0
5393,75,1435.4708320168122,2,1,2432.499556198407,2,1,0,0,0,0
5193,120,2821.352634017893,2,5,2432.499556198407,2,1,1,1,0,1
3735,57,1376.6394127776584,1,1,1773.2995514961183,1,1,1,0,0,0
2267,78,961.4483322322429,2,6,948.176640496566,2,1,1,1,0,0
7554,35,1643.224517225123,1,2,1848.1300723995475,1,1,1,0,1,0
5347,138,2223.5609729977564,1,5,2432.499556198407,1,1,1,0,0,0
6493,75,1479.014960744849,1,2,1629.642194242578,2,1,1,0,1,1
6448,47,1250.938375599299,1,4,1629.642194242578,1,1,1,0,0,0
6282,50,1389.833228409667,1,5,1629.642194242578,1,1,1,1,0,0
3448,63,1015.3455235698771,1,2,1065.5090123520292,1,1,1,1,0,0
3996,60,1042.5182853548156,1,2,1233.6969424440695,1,1,1,0,1,0
672,90,1310.5436387571938,2,4,1924.735143390946,2,1,1,1,0,1
7150,110,1971.3293388921502,3,5,1848.1300723995475,3,1,1,0,0,1
6685,80,1971.3293388921502,1,1,1848.1300723995475,2,0,0,0,0,0
4447,62,908.127559444105,1,1,1005.9320210441978,2,0,0,0,0,0
6476,90,1250.938375599299,2,0,1629.642194242578,2,0,1,0,0,0
2003,70,1888.2529309772844,1,9,2161.0284695868604,1,1,1,0,1,0
311,250,2247.0750811056214,4,1,1924.735143390946,4,1,1,1,0,0
317,50,2247.0750811056214,1,1,1924.735143390946,1,1,1,0,1,0
2833,90,1734.2144629054412,1,1,1557.649671927716,2,1,1,0,0,0
7279,71,1971.3293388921502,2,5,1848.1300723995475,2,1,0,0,0,0
3678,61,1895.5738409103712,1,1,1773.2995514961183,1,1,1,0,0,0
6534,30,1605.973354087283,1,3,1848.1300723995475,1,1,1,0,1,0
2362,94,1303.80848653284,2,6,1301.7464633309805,3,0,1,0,0,0
3325,137,1160.4348859792096,2,1,1065.5090123520292,3,1,1,1,0,0
687,85,2041.757763015157,2,1,1924.735143390946,2,1,1,0,0,0
6859,45,1605.973354087283,1,1,1848.1300723995475,0,1,0,0,0,0
5215,68,2633.666621779537,1,1,2432.499556198407,2,1,1,0,1,0
5310,91,2821.352634017893,2,8,2432.499556198407,2,0,1,0,0,0
4674,60,967.8327337695262,1,2,943.1819623208775,2,0,0,0,0,0
4887,65,875.5219424257789,1,1,889.030233659284,2,1,0,0,1,0
251,72,1377.8023914145683,1,3,1924.735143390946,3,1,1,0,0,0
820,101,1445.3545932406842,2,4,1640.7201765841617,3,0,1,1,1,0
1421,160,2014.3944721711568,3,5,1919.137486048757,3,1,1,1,0,0
1065,100,1586.7357613655568,2,5,1640.7201765841617,2,1,1,1,0,0
2763,40,1366.9210595049701,1,5,1557.649671927716,0,1,0,0,0,0
1021,90,1477.2405075770378,2,2,1640.7201765841617,2,0,0,0,0,0
847,185,2433.643388716323,3,6,1640.7201765841617,4,1,0,1,0,0
7245,70,1971.3293388921502,1,5,1848.1300723995475,2,0,1,0,1,1
2222,45,1850.3131654554672,1,3,2161.0284695868604,1,0,1,0,0,0
268,48,2565.4046762527896,1,8,1924.735143390946,1,0,1,0,0,0
1684,113,1955.442642756042,2,2,2161.0284695868604,2,1,1,0,0,1
935,75,1692.6263309109345,2,3,1640.7201765841617,2,1,1,1,0,0
5658,215,2813.642519715502,2,3,2432.499556198407,3,1,1,0,0,0
1840,120,2694.678683136039,3,6,2161.0284695868604,3,1,0,0,0,1
7639,43,1971.3293388921502,1,0,1848.1300723995475,0,0,0,0,0,0
4156,78,1491.6036420483354,1,3,1233.6969424440695,1,1,1,1,0,0
2824,77,1933.6920478837662,2,3,1557.649671927716,2,1,1,0,0,0
4236,47,1093.6745920188625,1,3,1233.6969424440695,1,1,1,1,0,0
2198,137,2694.678683136039,2,3,2161.0284695868604,3,1,1,0,0,0
1706,165,2694.678683136039,3,2,2161.0284695868604,3,1,1,0,0,1
5659,175,2821.352634017893,4,5,2432.499556198407,3,1,1,0,0,0
5353,91,2633.666621779537,1,2,2432.499556198407,2,1,1,0,0,0
7628,135,1822.6305171996403,2,4,1848.1300723995475,3,1,1,0,1,0
1898,120,2694.678683136039,2,2,2161.0284695868604,2,1,1,0,0,0
6679,90,2210.5592126265187,3,0,1848.1300723995475,2,1,1,0,0,0
4282,125,1595.4214451878436,2,4,1233.6969424440695,3,1,1,1,0,0
3514,45,1860.2384333859775,1,16,1773.2995514961183,0,1,1,0,0,0
2975,145,1366.9210595049701,2,0,1557.649671927716,2,1,1,0,0,0
1424,100,1399.6849520214823,2,3,1919.137486048757,3,1,0,0,0,0
1977,96,1955.442642756042,2,1,2161.0284695868604,2,1,1,0,0,0
6734,40,2210.5592126265187,1,2,1848.1300723995475,0,0,0,0,1,1
2611,94,1303.80848653284,2,6,1301.7464633309805,3,0,1,0,0,0
2234,60,1955.442642756042,1,0,2161.0284695868604,1,0,1,0,1,0
5968,53,1435.4708320168122,1,2,2432.499556198407,0,1,1,0,1,1
5516,120,2633.666621779537,2,3,2432.499556198407,3,1,0,0,0,0
3073,200,1933.6920478837662,3,7,1557.649671927716,4,1,1,0,0,0
1590,154,1888.2529309772844,3,1,2161.0284695868604,3,1,0,0,0,1
6669,77,1643.224517225123,1,1,1848.1300723995475,2,1,1,0,0,1
5224,240,2633.666621779537,3,8,2432.499556198407,4,1,1,0,0,0
5162,107,2223.5609729977564,2,2,2432.499556198407,3,1,1,0,0,0
3460,85,1160.4348859792096,1,5,1065.5090123520292,1,1,1,1,0,0
384,184,2247.0750811056214,3,1,1924.735143390946,4,1,1,1,1,0
3102,114,1361.382560606914,2,8,1557.649671927716,2,0,1,0,0,0
6403,48,2427.254165072983,1,2,1629.642194242578,1,1,1,1,0,0
5480,60,1618.0971522731115,1,2,2432.499556198407,2,0,1,0,0,0
5979,65,2223.5609729977564,1,1,2432.499556198407,1,1,1,0,0,1
33,82,1377.8023914145683,2,1,1924.735143390946,2,1,1,0,0,0
4559,78,1061.4145681933412,1,1,1090.8186581037687,2,0,0,0,1,0
2798,63,1366.9210595049701,1,4,1557.649671927716,3,0,0,0,0,0
3240,70,1160.4348859792096,2,0,1065.5090123520292,1,1,0,1,0,0
4605,100,1222.3829136386682,2,3,1090.8186581037687,3,0,1,1,1,0
1143,140,2014.3944721711568,2,5,1919.137486048757,3,1,1,0,0,1
5464,174,2813.642519715502,2,5,2432.499556198407,2,1,1,0,0,0
134,46,2565.4046762527896,1,0,1924.735143390946,1,1,0,0,0,0
3963,125,1181.5093101631392,2,6,927.243038503216,3,1,1,1,0,1
5695,97,2223.5609729977564,2,4,2432.499556198407,3,1,1,1,0,0
5532,135,2633.666621779537,2,5,2432.499556198407,2,1,1,0,0,0
