,type,price,deposit,private_owner,floor_built,floor_area,floor,year_built,orientation,bedrooms,bathrooms,second_hand,lift,garage_included,furnished,equipped_kitchen,fitted_wardrobes,air_conditioning,terrace,balcony,storeroom,swimming_pool,garden_area,district,subdistrict,postalcode,last_update,Street,latitude,longitude
0,Flat,1400,,False,60,,3rd,1954.0,,2,1,True,True,False,True,True,True,True,True,False,False,False,False,Chamartín,Castilla,28046.0,7 November,4,40.47678845,-3.684411844162544
1,Penthouse,1300,1.0,False,77,,6th,1961.0,,2,2,True,True,False,True,True,False,False,False,False,False,False,False,Chamartín,Bernabéu-Hispanoamérica,28016.0,7 November,,,
2,Duplex,950,1.0,False,72,68.0,3rd,1999.0,east,1,1,True,True,False,True,True,True,True,True,False,False,False,False,Chamartín,Prosperidad,28002.0,7 November,,,
3,Flat,2975,1.0,False,160,,3rd,,west,4,3,True,True,True,True,True,True,True,True,False,False,True,False,Chamartín,El Viso,nan,7 November,,,
4,Studio,650,1.0,False,30,,4th,,,0,1,True,True,False,True,True,True,False,False,True,False,False,False,Chamartín,Prosperidad,28002.0,7 November,Calle de Luis Cabrera,40.4434547,-3.6739052
5,Flat,1200,,False,54,47.0,4th,2009.0,west,1,1,True,True,False,True,True,True,True,False,False,True,True,False,Chamartín,Ciudad Jardín,28002.0,7 November,Calle de Nieremberg,40.4476613,-3.6718936
6,Flat,1290,1.0,False,55,50.0,ground,,north,2,1,True,True,False,True,True,True,True,True,False,False,False,False,Chamartín,Ciudad Jardín,28002.0,7 November,Calle de Vinaroz,40.4460123,-3.6761917
7,Flat,900,1.0,False,35,,1st,1970.0,west,1,1,True,True,False,True,True,True,False,False,False,False,False,False,Chamartín,Prosperidad,28002.0,7 November,Calle de Ramos Carrión,40.446362,-3.6668842
8,Terraced,3895,,False,141,140.0,141,,,4,4,True,False,False,True,True,True,True,True,False,False,False,False,Chamartín,Nueva España,28016.0,7 November,Calle de la Madre de Dios,40.4634813,-3.6738943
9,Flat,1750,,False,148,,5th,,east,3,2,True,True,True,True,True,True,True,True,False,False,True,False,Chamartín,Castilla,28036.0,7 November,Calle de Pastora Imperio,40.4823328,-3.6743713
10,Studio,700,,False,37,,3rd,,south,0,1,True,True,False,True,True,False,False,False,False,True,False,False,Chamartín,Nueva España,nan,7 November,Cámara de Comercio Alemana para España,40.46640075,-3.674538894188464
11,Flat,830,1.0,False,50,,5th,,,1,1,True,True,False,True,True,True,True,True,False,False,False,False,Chamartín,Prosperidad,28002.0,4 November,Calle de Canillas,40.4438754,-3.6693273
12,Flat,1200,3.0,True,60,55.0,3rd,,north,1,1,True,True,False,True,True,True,True,True,False,False,False,False,Chamartín,Prosperidad,28002.0,5 November,97,40.4440384,-3.6697555
13,Penthouse,725,2.0,False,65,28.0,4th,1970.0,west,0,1,True,True,False,True,True,True,True,True,False,False,False,False,Chamartín,Ciudad Jardín,nan,5 November,Plaza de la Charca Verde,40.4508099,-3.6726396
14,Flat,1490,,False,65,55.0,1st,1990.0,south,3,1,True,True,False,True,True,False,False,False,False,False,False,False,Chamartín,El Viso,28002.0,5 November,Fitz Burger,40.4434826,-3.6798467
15,Flat,1290,,False,65,55.0,4th,1990.0,south,3,1,True,True,False,True,True,False,False,False,False,False,False,False,Chamartín,El Viso,28002.0,5 November,Fitz Burger,40.4434826,-3.6798467
16,Flat,1290,,False,60,50.0,4th,1990.0,south,2,1,True,True,False,True,True,False,False,False,False,False,False,False,Chamartín,El Viso,28002.0,5 November,Fitz Burger,40.4434826,-3.6798467
17,Flat,1130,,False,60,50.0,4th,1990.0,south,2,1,True,True,False,True,True,False,False,False,False,False,False,False,Chamartín,El Viso,28002.0,5 November,Fitz Burger,40.4434826,-3.6798467
18,Flat,1030,,False,60,50.0,1st,1990.0,south,1,1,True,True,False,True,True,False,False,False,False,False,False,False,Chamartín,El Viso,28002.0,5 November,Fitz Burger,40.4434826,-3.6798467
19,Flat,900,,False,50,40.0,4th,1990.0,south,1,1,True,True,False,True,True,False,False,False,False,False,False,False,Chamartín,El Viso,28002.0,5 November,Fitz Burger,40.4434826,-3.6798467
20,Flat,1050,,False,82,75.0,82,1940.0,west,3,1,True,True,False,True,True,False,False,False,True,True,True,False,Chamartín,Prosperidad,nan,5 November,Calle de Cartagena,40.4395753,-3.6737012
21,Flat,1400,,False,115,100.0,6th,,,3,2,True,True,True,True,True,False,False,True,True,False,True,False,Chamartín,Castilla,28036.0,4 November,Calle de Pastora Imperio,40.4823328,-3.6743713
22,Duplex,3500,1.0,False,252,210.0,252,1968.0,south,3,3,True,True,False,True,True,True,True,True,False,False,False,False,Chamartín,Bernabéu-Hispanoamérica,28036.0,4 November,Estadio Santiago Bernabéu,40.4530225,-3.6874056737588647
23,Flat,1850,,False,90,80.0,1st,1990.0,south,4,1,True,True,False,True,True,False,False,False,False,False,False,False,Chamartín,Ciudad Jardín,28002.0,5 November,Calle Mantuano,40.4461399,-3.6754959
24,Flat,950,,False,28,24.0,ground,,,1,1,True,True,False,True,True,False,True,False,False,False,False,False,Chamartín,El Viso,nan,6 November,Sony Pictures Releasing de España S.A. de C.V.,40.4389012,-3.6892358
25,Flat,900,,False,68,59.0,ground,,,3,1,True,True,False,True,True,False,True,False,False,False,False,False,Chamartín,Prosperidad,nan,3 November,Prosperidad,40.443946,-3.6701659
26,Flat,1190,,False,47,41.0,ground,,,2,1,True,True,False,True,True,False,True,False,False,False,False,False,Chamartín,El Viso,nan,3 November,Sony Pictures Releasing de España S.A. de C.V.,40.4389012,-3.6892358
27,Flat,1425,,True,87,,3rd,,east,2,2,True,True,True,True,True,True,True,False,False,True,True,False,Chamartín,Ciudad Jardín,28002.0,3 November,153,40.4483627,-3.6680518
28,Semi-detached,1750,1.0,True,120,100.0,120,,north,2,2,True,False,False,True,True,True,False,True,False,True,False,False,Chamartín,Ciudad Jardín,28002.0,3 November,Calle Pinarillo,40.4501839,-3.6718481
29,Flat,730,1.0,False,35,,2nd,,east,1,1,True,True,False,True,True,True,True,False,False,False,True,False,Chamartín,Ciudad Jardín,28002.0,3 November,Calle de Martín Martínez,40.4474997,-3.6730074
30,Flat,1300,2.0,True,60,,4th,,east,2,1,True,True,True,True,True,True,True,False,False,False,False,False,Chamartín,Bernabéu-Hispanoamérica,28016.0,3 November,,,
31,Flat,1050,2.0,True,67,,9th,,east,1,1,True,True,True,True,True,True,True,False,False,False,True,False,Chamartín,Castilla,28036.0,6 November,92,40.4719611,-3.673387804545455
32,Flat,1300,1.0,False,100,,1st,,,3,2,True,True,False,True,True,True,True,True,False,False,False,False,Chamartín,Prosperidad,nan,3 November,Calle de López de Hoyos,40.4432419,-3.6753148
33,Flat,1300,1.0,False,82,75.0,1st,1997.0,south,2,2,True,True,False,True,True,True,True,True,False,False,True,False,Chamartín,Prosperidad,nan,5 November,Prosperidad,40.443946,-3.6701659
34,Flat,1198,3.0,True,70,,1st,,east,2,1,True,True,False,True,True,True,True,True,False,False,True,False,Chamartín,Nueva España,28016.0,2 November,41,40.45889805,-3.680804649348695
35,Flat,1250,1.0,True,80,69.0,5th,,east,2,1,True,True,False,True,True,True,False,True,False,False,False,False,Chamartín,Prosperidad,nan,7 November,Prosperidad,40.443946,-3.6701659
36,Flat,1300,,False,57,,4th,,west,1,1,True,True,True,True,True,True,False,False,False,False,True,False,Chamartín,Nueva España,nan,4 November,Cámara de Comercio Alemana para España,40.46640075,-3.674538894188464
37,Flat,950,2.0,True,55,47.0,9th,,,1,1,True,True,False,True,True,True,True,False,False,False,True,False,Chamartín,Castilla,28036.0,6 November,Alonso & Román Asociados,40.4678217,-3.684599
38,Flat,1700,2.0,False,95,90.0,1st,,,2,2,True,True,False,True,True,False,False,False,False,False,False,False,Chamartín,Bernabéu-Hispanoamérica,28006.0,2 November,,,
39,Flat,1400,3.0,False,86,,1st,1952.0,,3,1,True,True,False,True,True,True,True,False,False,False,False,False,Chamartín,Bernabéu-Hispanoamérica,28016.0,2 November,,,
40,Flat,2450,,False,93,,8th,1964.0,east,2,2,True,True,False,True,True,False,True,False,False,False,False,False,Chamartín,Nueva España,nan,5 November,Cámara de Comercio Alemana para España,40.46640075,-3.674538894188464
41,Flat,1500,,False,77,,1st,1960.0,south,2,2,True,True,False,True,True,True,True,False,True,False,False,False,Chamartín,Bernabéu-Hispanoamérica,28006.0,4 November,,,
42,Flat,2000,,True,65,55.0,6th,,east,1,1,True,True,False,True,True,True,True,True,False,False,True,False,Chamartín,Bernabéu-Hispanoamérica,28036.0,2 November,,,
43,Flat,2000,,True,80,70.0,6th,,east,1,1,True,True,False,True,True,True,True,True,False,False,True,False,Chamartín,Bernabéu-Hispanoamérica,28036.0,3 November,,,
44,Flat,1200,1.0,False,80,70.0,1st,,,2,1,True,True,False,True,True,False,False,False,False,False,False,False,Chamartín,Ciudad Jardín,28002.0,4 November,Calle de Pradillo,40.4487115,-3.6774487
45,Flat,1100,2.0,False,72,70.0,10th,,east,1,1,True,True,False,True,True,True,True,False,False,False,False,False,Chamartín,Castilla,nan,7 November,Plaza de Castilla,40.4660763,-3.6887915
46,Flat,1700,1.0,False,85,75.0,1st,,east,2,2,True,True,False,True,True,False,False,False,False,False,False,False,Chamartín,Bernabéu-Hispanoamérica,28006.0,2 November,,,
47,Flat,2570,1.0,False,70,69.0,4th,1979.0,,2,2,True,True,False,True,True,False,True,False,False,False,False,False,Chamartín,Nueva España,nan,4 November,Avenida de Pío XII,40.4607609,-3.6765192
48,Flat,1050,2.0,True,58,,9th,,south,1,1,True,True,True,True,True,True,True,False,False,False,False,False,Chamartín,Prosperidad,28002.0,4 November,Banco Sabadell,40.4466098,-3.6662768
49,Flat,1650,,False,70,,2nd,2019.0,east,2,2,True,True,False,True,True,True,True,False,False,False,False,False,Chamartín,Ciudad Jardín,28002.0,5 November,Calle del General Zabala,40.4445122,-3.6770435
50,Flat,900,,False,50,,ground,,,2,1,True,True,False,True,True,True,False,False,False,False,False,False,Chamartín,Castilla,28046.0,6 November,,,
51,Penthouse,3900,,False,129,,9th,,west,1,1,True,True,False,True,True,True,True,True,False,False,False,False,Chamartín,El Viso,28046.0,2 November,Paseo de la Castellana,40.4386448,-3.6908271
52,Flat,2565,,False,60,,ground,,,1,1,True,True,False,True,True,True,False,False,False,False,False,False,Chamartín,Prosperidad,28006.0,31 October,Calle del Príncipe de Vergara,40.4410932,-3.6786866
53,Penthouse,1300,1.0,True,70,,9th,,,1,1,True,True,False,True,True,True,True,True,False,False,False,False,Chamartín,Prosperidad,28002.0,3 November,Calle Clara del Rey,40.4429927,-3.669342
54,Flat,4750,,False,210,209.0,2nd,,,4,5,True,True,False,True,True,False,True,False,False,False,True,False,Chamartín,Nueva España,nan,1 November,Cámara de Comercio Alemana para España,40.46640075,-3.674538894188464
55,Flat,1400,,False,122,,4th,1945.0,east,3,2,True,True,False,True,True,False,True,True,False,False,False,False,Chamartín,Ciudad Jardín,nan,7 November,Calle de López de Hoyos,40.4421666,-3.6769737
56,Flat,950,1.0,False,65,,4th,1954.0,west,2,1,True,True,False,True,True,True,True,False,True,False,False,False,Chamartín,Castilla,nan,3 November,Paseo de la Castellana,40.4662761,-3.6890941
57,Flat,1350,,False,95,80.0,6th,1997.0,east,2,2,True,True,False,True,True,False,True,True,False,False,True,False,Chamartín,Prosperidad,28002.0,4 November,Calle de Luis de Salazar,40.4473312,-3.6659909
58,Flat,950,1.0,False,60,45.0,2nd,1988.0,north,1,1,True,True,False,True,True,True,True,True,False,False,False,False,Chamartín,Prosperidad,28002.0,7 November,,,
59,Flat,1300,,False,82,,1st,,,2,2,True,True,False,True,True,False,True,False,False,False,False,False,Chamartín,Prosperidad,28002.0,4 November,Calle de Luis de Salazar,40.4473312,-3.6659909
60,Flat,1975,2.0,True,100,85.0,2nd,,west,2,2,True,True,False,True,True,True,True,False,False,False,False,False,Chamartín,Nueva España,nan,7 November,Cámara de Comercio Alemana para España,40.46640075,-3.674538894188464
61,Flat,1198,,False,29,25.0,ground,,,1,1,True,True,False,True,True,False,True,False,False,False,False,False,Chamartín,Prosperidad,nan,28 October,Prosperidad,40.443946,-3.6701659
62,Flat,1300,,False,55,45.0,55,1990.0,south,1,1,True,True,False,True,True,False,False,False,False,False,False,False,Chamartín,Nueva España,28016.0,5 November,41,40.45889805,-3.680804649348695
63,Flat,1150,,False,45,35.0,45,1990.0,south,1,1,True,True,False,True,True,False,False,False,False,False,False,False,Chamartín,Nueva España,28016.0,5 November,41,40.45889805,-3.680804649348695
64,Flat,3000,,False,134,,3rd,,,3,3,True,True,False,True,True,True,True,True,False,False,False,False,Chamartín,El Viso,nan,31 October,Sony Pictures Releasing de España S.A. de C.V.,40.4389012,-3.6892358
65,Flat,1250,,False,76,,1st,,,3,1,True,True,False,True,True,False,False,False,False,False,False,False,Chamartín,Ciudad Jardín,28002.0,2 November,Calle de Sánchez Pacheco,40.4475816,-3.6722775
66,Flat,1300,,False,60,,3rd,,,1,1,True,True,True,True,True,False,True,False,False,True,False,False,Chamartín,Prosperidad,nan,28 October,Prosperidad,40.443946,-3.6701659
67,Penthouse,3900,3.0,True,129,100.0,9th,,west,1,1,True,True,False,True,True,True,True,True,False,False,False,False,Chamartín,El Viso,28046.0,7 November,Paseo de la Castellana,40.4386448,-3.6908271
68,Flat,3550,2.0,False,210,,9th,,north,5,4,True,True,False,True,True,True,True,False,True,False,False,False,Chamartín,Nueva España,nan,3 November,Avenida de Alberto Alcocer,40.4587077,-3.6777557
69,Flat,2900,,False,177,,4th,1965.0,south,3,2,True,True,False,True,True,True,True,True,False,False,False,False,Chamartín,El Viso,nan,26 October,Avenida de Concha Espina,40.4519249,-3.6883545
70,Terraced,2500,,False,215,140.0,215,,south,4,2,True,False,False,True,True,False,True,True,True,True,False,False,Chamartín,Ciudad Jardín,28002.0,26 October,Calle de Cabeza Grande,40.4507311,-3.6721129
71,Flat,1350,2.0,False,76,70.0,2nd,1963.0,east,2,1,True,True,False,True,True,True,True,False,False,False,False,False,Chamartín,Bernabéu-Hispanoamérica,28036.0,6 November,,,
72,Flat,1500,2.0,False,90,,3rd,,east,2,1,True,True,False,True,True,True,False,False,False,False,False,False,Chamartín,Prosperidad,28002.0,26 October,Calle de Clara del Rey,40.4476478,-3.6676693
73,Flat,3950,,False,223,,1st,2018.0,,4,5,True,True,True,True,True,True,True,True,False,False,True,False,Chamartín,Nueva España,28016.0,3 November,Calle de Santa María Magdalena,40.4603354,-3.6695068
74,Flat,1300,,False,82,81.0,1st,,,2,2,True,True,False,True,True,False,True,True,False,False,False,False,Chamartín,Prosperidad,nan,27 October,Prosperidad,40.443946,-3.6701659
75,Terraced,2100,1.0,False,90,,2,1940.0,south,2,2,True,False,False,True,True,True,True,True,False,False,False,False,Chamartín,Ciudad Jardín,28002.0,2 November,Calle de Valdelamasa,40.4506865,-3.6724703
76,Flat,800,,False,45,41.0,6th,,north,1,1,True,True,False,False,False,False,False,False,False,False,False,False,Chamartín,Castilla,28036.0,26 October,Calle de Núñez Morgado,40.4677598,-3.6854259
77,Flat,1400,2.0,True,105,95.0,6th,,west,2,2,True,True,False,True,True,True,True,False,False,False,False,False,Chamartín,Bernabéu-Hispanoamérica,28016.0,6 November,,,
78,Flat,2300,,False,160,,8th,,south,3,2,True,True,False,True,True,True,True,False,False,False,False,False,Chamartín,Bernabéu-Hispanoamérica,28036.0,24 October,Estadio Santiago Bernabéu,40.4530225,-3.6874056737588647
79,Flat,830,,False,45,44.0,ground,,,1,1,True,True,False,True,True,False,False,False,False,False,False,False,Chamartín,Prosperidad,nan,1 November,Prosperidad,40.443946,-3.6701659
80,Flat,1300,,False,69,65.0,1st,1975.0,west,1,1,True,True,False,True,True,True,True,False,False,False,False,False,Chamartín,El Viso,28002.0,3 November,Calle de Antonio Pérez,40.4422857,-3.681484
81,Flat,1200,1.0,False,90,75.0,1st,,,2,1,True,True,True,True,True,True,True,True,False,True,False,False,Chamartín,Prosperidad,28002.0,25 October,Calle del Cardenal Silíceo,40.4438821,-3.6701737
82,Flat,950,,False,45,,7th,,,2,1,True,True,False,False,False,False,True,False,False,False,False,False,Chamartín,Prosperidad,28002.0,24 October,Calle de Ros de Olano,40.4445572,-3.6722011
83,Flat,4800,1.0,False,278,250.0,3rd,1964.0,east,5,3,True,True,True,True,True,True,True,True,False,True,False,False,Chamartín,El Viso,28046.0,4 November,Paseo de la Castellana,40.4386448,-3.6908271
84,Flat,945,1.0,False,65,,4th,1954.0,west,2,1,True,True,False,True,True,True,True,False,True,False,False,False,Chamartín,Castilla,28046.0,7 November,298,40.4795805,-3.6848927738519324
85,Duplex,1650,2.0,False,136,,1st,,,2,2,True,True,False,True,True,True,False,False,False,True,False,False,Chamartín,Nueva España,nan,24 October,Calle del Padre Damián,40.4627,-3.685032
86,Flat,2500,1.0,False,220,185.0,2nd,1988.0,west,5,3,True,True,True,True,True,True,True,True,True,False,True,False,Chamartín,Castilla,nan,25 October,Avenida de Burgos,40.4823233,-3.6758457
87,Flat,2600,3.0,False,150,125.0,7th,1958.0,east,4,2,True,True,False,True,True,True,True,True,False,False,False,False,Chamartín,El Viso,nan,4 November,Sony Pictures Releasing de España S.A. de C.V.,40.4389012,-3.6892358
88,Flat,2450,1.0,True,94,75.0,8th,,east,2,2,True,True,False,True,True,True,True,False,False,False,False,False,Chamartín,Nueva España,28036.0,6 November,Calle del General Gallegos,40.4609727,-3.6853382
89,Flat,1150,2.0,False,85,80.0,1st,,east,1,2,True,True,True,True,True,True,True,True,False,False,True,False,Chamartín,Castilla,nan,5 November,Avenida de Burgos,40.4823233,-3.6758457
90,Flat,1600,2.0,False,80,,1st,,east,2,2,True,True,False,True,True,True,True,False,False,False,False,False,Chamartín,Nueva España,28016.0,25 October,Calle de la Drácena,40.4638626,-3.6689641
91,Flat,1950,,False,121,120.0,2nd,,,3,2,True,True,False,True,True,False,False,False,True,False,False,False,Chamartín,Ciudad Jardín,nan,19 October,Plaza de la Charca Verde,40.4508099,-3.6726396
92,Flat,3300,,False,175,,4th,,west,4,3,True,True,True,True,True,True,True,True,True,False,True,False,Chamartín,Bernabéu-Hispanoamérica,28036.0,7 November,,,
93,Flat,1350,,True,85,,2nd,,,2,2,True,True,False,True,True,True,True,True,False,False,False,False,Chamartín,Ciudad Jardín,nan,28 October,Plaza de la Charca Verde,40.4508099,-3.6726396
94,Flat,1650,2.0,False,115,,3rd,,east,4,2,True,True,False,True,True,True,True,False,False,True,False,False,Chamartín,Prosperidad,28002.0,5 November,Calle del Cardenal Silíceo,40.4438821,-3.6701737
95,Flat,1350,,False,85,,1st,,south,2,2,True,True,False,True,True,False,False,False,False,False,False,False,Chamartín,Nueva España,28006.0,18 October,Calle del Príncipe de Vergara,40.460311,-3.6766022
96,Flat,1200,1.0,False,70,,6th,,,1,1,True,True,False,True,True,True,True,False,False,False,False,False,Chamartín,Nueva España,nan,18 October,Paseo de la Castellana,40.4619897,-3.6896673
97,Flat,2500,1.0,False,130,112.0,1st,,west,2,2,True,True,True,True,True,True,True,False,False,False,False,False,Chamartín,El Viso,28006.0,22 October,Calle del Guadalquivir,40.4468273,-3.6870345
98,Terraced,1680,,False,60,,1,,,1,1,True,False,False,True,True,True,True,True,False,False,False,False,Chamartín,Ciudad Jardín,nan,4 November,Calle de la Charca Verde,40.4508099,-3.6726396
99,Flat,1800,,False,130,95.0,130,1986.0,,3,2,True,True,False,True,True,False,True,False,False,False,False,False,Chamartín,Ciudad Jardín,nan,5 November,Plaza de la Charca Verde,40.4508099,-3.6726396
100,Flat,1250,2.0,False,75,70.0,1st,1968.0,,2,2,True,True,False,True,True,True,True,False,False,True,False,False,Chamartín,Bernabéu-Hispanoamérica,28036.0,7 November,,,
101,Flat,1300,2.0,True,80,,1st,,west,2,1,True,True,False,True,True,True,False,True,False,False,False,False,Chamartín,Bernabéu-Hispanoamérica,28036.0,31 October,,,
102,Flat,1500,,False,132,105.0,3rd,1975.0,east,2,2,True,True,False,True,True,False,False,True,False,False,False,False,Chamartín,Prosperidad,nan,14 October,Prosperidad,40.443946,-3.6701659
103,Flat,1950,1.0,False,127,105.0,20th,1968.0,east,2,2,True,True,True,True,True,True,True,True,False,False,True,False,Chamartín,Prosperidad,nan,3 November,Avenida de América,40.4376477,-3.6772962
104,Flat,4200,1.0,False,258,,1st,,,2,3,True,True,True,True,True,True,True,True,False,True,True,False,Chamartín,El Viso,nan,4 November,Sony Pictures Releasing de España S.A. de C.V.,40.4389012,-3.6892358
105,Flat,1280,,False,70,,4th,,,1,1,True,True,False,True,True,True,True,False,False,False,False,False,Chamartín,Bernabéu-Hispanoamérica,28036.0,13 October,,,
106,Flat,1600,1.0,False,120,,2nd,,east,3,2,True,True,False,True,True,True,True,False,False,False,False,False,Chamartín,Prosperidad,28002.0,14 October,Calle Clara del Rey,40.4429927,-3.669342
107,Flat,1950,,False,120,,20th,,,2,2,True,True,False,True,True,False,True,False,False,False,False,False,Chamartín,Prosperidad,28002.0,2 November,27,40.4391687,-3.6741543
108,Flat,1070,1.0,False,55,,4th,,south,1,1,True,True,True,True,True,True,True,False,False,False,False,False,Chamartín,Nueva España,28036.0,7 November,11,40.46348915,-3.683351736170213
109,Flat,1300,2.0,False,82,65.0,1st,1982.0,west,1,2,True,True,False,True,True,True,True,True,True,False,True,False,Chamartín,Bernabéu-Hispanoamérica,28016.0,25 October,,,
110,Flat,3850,2.0,False,285,250.0,6th,,south,4,4,True,True,False,True,True,True,True,True,True,True,False,False,Chamartín,El Viso,nan,25 October,Sony Pictures Releasing de España S.A. de C.V.,40.4389012,-3.6892358
111,Penthouse,1450,,False,79,69.0,6th,1960.0,west,1,1,True,True,False,True,True,True,True,True,False,False,False,False,Chamartín,Ciudad Jardín,nan,20 October,Plaza de la Charca Verde,40.4508099,-3.6726396
112,Penthouse,900,,False,67,66.0,3rd,,,1,1,True,True,False,True,True,False,False,True,False,False,False,False,Chamartín,Prosperidad,nan,11 October,Prosperidad,40.443946,-3.6701659
113,Flat,2000,,False,154,,,,,4,3,True,True,True,True,True,False,False,True,False,False,False,False,Chamartín,Castilla,nan,25 October,Calle de Mateo Inurria,40.4662443,-3.6882096
114,Penthouse,2000,,False,80,70.0,80,1956.0,east,1,1,True,True,False,True,True,False,True,True,False,False,False,False,Chamartín,El Viso,nan,5 November,Sony Pictures Releasing de España S.A. de C.V.,40.4389012,-3.6892358
115,Flat,2500,1.0,False,170,,3rd,,,3,3,True,True,False,True,True,True,True,False,False,True,False,False,Chamartín,El Viso,nan,10 October,Sony Pictures Releasing de España S.A. de C.V.,40.4389012,-3.6892358
116,Flat,2300,2.0,False,120,,3rd,,,2,2,True,True,True,True,True,True,True,False,False,False,False,False,Chamartín,Bernabéu-Hispanoamérica,28036.0,25 October,,,
117,Flat,1300,1.0,True,50,,ground,,north,1,1,True,True,False,True,True,True,True,True,False,False,False,False,Chamartín,Prosperidad,28002.0,7 November,108,40.4437361,-3.6745675
118,Duplex,3400,2.0,False,235,230.0,9th,1965.0,south,5,4,True,True,False,True,True,True,True,False,False,False,False,False,Chamartín,Bernabéu-Hispanoamérica,28036.0,7 November,,,
119,Flat,1050,,False,113,,1st,1966.0,east,3,1,True,True,False,True,True,False,False,True,False,False,False,False,Chamartín,Prosperidad,28002.0,10 October,,,
120,Flat,1300,1.0,False,65,,4th,,west,2,1,True,True,False,True,True,True,True,False,False,False,False,False,Chamartín,Bernabéu-Hispanoamérica,28016.0,10 October,,,
121,Flat,1100,1.0,False,65,,1st,,,2,1,True,True,False,True,True,False,False,False,False,False,False,False,Chamartín,Ciudad Jardín,28006.0,11 October,Calle del Príncipe de Vergara,40.4429238,-3.6784831
122,Flat,2600,1.0,False,138,130.0,3rd,1972.0,,3,2,True,True,True,True,True,True,True,True,False,False,False,False,Chamartín,Nueva España,nan,5 November,Paseo de La Habana,40.4623824,-3.6802931
123,Flat,860,,False,68,,ground,,,2,1,True,True,False,False,False,False,False,False,False,False,False,False,Chamartín,Castilla,28046.0,7 November,Calle de Pablo Luna,40.4788104,-3.6842537
124,Flat,2300,3.0,False,120,,3rd,,,2,2,True,True,True,True,True,True,True,False,False,False,False,False,Chamartín,Bernabéu-Hispanoamérica,28036.0,21 October,Estadio Santiago Bernabéu,40.4530225,-3.6874056737588647
125,Flat,3200,2.0,False,220,,2nd,,,3,3,True,True,True,True,True,True,True,False,False,True,False,False,Chamartín,Nueva España,nan,19 October,Cámara de Comercio Alemana para España,40.46640075,-3.674538894188464
126,Flat,2300,2.0,False,110,,3rd,,south,2,2,True,True,True,True,True,True,True,False,False,False,True,False,Chamartín,Bernabéu-Hispanoamérica,28036.0,5 November,,,
127,Flat,1300,1.0,False,60,,2nd,,east,1,1,True,True,True,True,True,True,True,False,False,False,False,False,Chamartín,Ciudad Jardín,nan,7 November,Plaza de la Charca Verde,40.4508099,-3.6726396
128,Penthouse,1400,2.0,False,110,,6th,,west,2,1,True,True,False,True,True,True,True,True,False,True,False,False,Chamartín,Prosperidad,28002.0,25 October,Calle del General Zabala,40.4428093,-3.6747321
129,Flat,1300,1.0,False,70,,2nd,2020.0,south,1,1,True,True,True,True,True,True,True,False,False,False,False,False,Chamartín,Ciudad Jardín,28002.0,5 October,Calle de Pantoja,40.4479293,-3.6711358
130,Flat,1195,,False,55,54.0,7th,,,1,1,True,True,False,True,True,True,False,False,False,False,True,False,Chamartín,Prosperidad,28002.0,7 November,Calle del Corazón de María,40.4485058,-3.6662302
131,Penthouse,1400,,False,110,109.0,6th,,,3,1,True,True,False,True,True,False,True,True,False,False,False,False,Chamartín,Ciudad Jardín,nan,12 October,Plaza de la Charca Verde,40.4508099,-3.6726396
132,Flat,3000,1.0,False,192,180.0,3rd,1959.0,south,5,3,True,True,True,True,True,True,True,False,False,True,False,False,Chamartín,El Viso,28002.0,6 October,,,
133,Penthouse,1900,,True,98,90.0,8th,,south,2,2,True,True,False,True,True,True,True,True,False,False,False,False,Chamartín,Nueva España,28036.0,28 October,9,40.4605644,-3.6875639
134,Flat,975,,False,46,40.0,ground,,,1,1,True,True,False,True,True,False,True,False,False,False,False,False,Chamartín,El Viso,nan,11 October,Sony Pictures Releasing de España S.A. de C.V.,40.4389012,-3.6892358
135,Flat,1150,1.0,False,70,59.0,1st,,,3,1,True,True,False,True,True,True,True,False,False,False,False,False,Chamartín,Ciudad Jardín,28002.0,10 October,Calle de Vinaroz,40.4460123,-3.6761917
136,Flat,1290,,False,83,76.0,2nd,1952.0,west,3,1,True,True,False,True,True,False,True,False,False,False,False,False,Chamartín,Bernabéu-Hispanoamérica,28006.0,7 November,,,
137,Flat,2400,1.0,False,171,,3rd,,south,4,3,True,True,False,True,True,True,True,False,False,False,False,False,Chamartín,Bernabéu-Hispanoamérica,28036.0,1 October,,,
138,Flat,1500,3.0,True,126,,3rd,,east,3,2,True,True,True,True,True,True,True,True,False,False,False,False,Chamartín,Castilla,28036.0,4 October,32,40.4795434,-3.6748106457375638
139,Flat,1350,2.0,False,70,,1st,,,2,2,True,True,False,True,True,True,True,False,False,False,False,False,Chamartín,Ciudad Jardín,28002.0,3 November,Calle de Cartagena,40.4441817,-3.6782048
140,Penthouse,1600,1.0,False,110,,4th,,west,2,2,True,True,True,True,True,True,True,False,False,False,True,False,Chamartín,Nueva España,28016.0,3 November,Calle del Torpedero Tucumán,40.4624378,-3.6716981
141,Flat,2500,2.0,True,120,,1st,,,3,3,True,True,True,True,True,True,True,True,True,True,True,False,Chamartín,Nueva España,28036.0,2 October,,,
142,Flat,2100,1.0,True,165,143.0,4th,,west,4,2,True,True,False,True,True,True,True,False,True,True,False,False,Chamartín,El Viso,28036.0,3 November,12,40.4515821,-3.6883184
