,type,price,deposit,private_owner,floor_built,floor_area,floor,year_built,orientation,bedrooms,bathrooms,second_hand,lift,garage_included,furnished,equipped_kitchen,fitted_wardrobes,air_conditioning,terrace,balcony,storeroom,swimming_pool,garden_area,district,subdistrict,postalcode,last_update,Street,latitude,longitude
2485,Flat,1500,1.0,False,93,,2nd,1964.0,west,3,2,True,True,False,True,True,False,True,False,False,False,False,False,Arganzuela,Acacias,28005.0,3 November,28,40.402078700000004,-3.702495244123659
2486,Flat,800,,False,35,31.0,35,,,2,1,True,True,False,True,True,False,False,False,False,False,False,False,Arganzuela,Imperial,28005.0,31 October,Calle de Segovia,40.4137525,-3.7174568
2487,Flat,900,1.0,False,68,,1st,,west,2,1,True,True,False,True,True,True,False,False,True,False,False,False,Arganzuela,Delicias,nan,26 October,Paseo de las Delicias,40.397736,-3.6942956
2488,Flat,1250,1.0,True,95,,2nd,,east,3,2,True,True,False,True,True,False,False,True,False,False,False,False,Arganzuela,Acacias,28005.0,27 October,23,40.4025695,-3.7014004557960134
2489,Flat,1100,1.0,False,60,55.0,5th,1953.0,east,2,1,True,True,False,True,True,True,False,False,False,False,False,False,Arganzuela,Chopera,28045.0,27 October,,,
2490,Flat,1580,,True,106,,4th,,,3,2,True,True,False,True,True,True,True,False,False,True,True,False,Arganzuela,Palos de Moguer,28012.0,2 November,,,
2491,Flat,1100,1.0,True,100,95.0,1st,,west,1,1,True,True,False,True,True,True,True,True,False,False,False,False,Arganzuela,Acacias,28005.0,3 November,,,
2492,Flat,1500,2.0,False,82,66.0,ground,,,3,2,True,True,True,True,True,True,True,True,False,True,False,False,Arganzuela,Imperial,28005.0,3 November,ACIME - Asociación Cultural de Invalidos Militares de España,40.4070864,-3.7148331
2493,Flat,900,,False,38,,1st,,,1,1,True,True,False,True,True,False,False,False,False,False,False,False,Arganzuela,Acacias,nan,31 October,Acacias,40.4040749,-3.7059572
2494,Flat,1400,,False,110,,2nd,,south,3,1,True,True,False,True,True,True,False,False,True,False,False,False,Arganzuela,Delicias,28045.0,20 October,5,40.4005388,-3.6948805711180532
2495,Flat,975,2.0,True,67,55.0,4th,,east,2,1,True,True,False,True,True,True,True,False,False,False,False,False,Arganzuela,Delicias,28045.0,6 November,Fang,40.3931425,-3.6942438
2496,Flat,2200,,False,90,,3rd,2022.0,west,2,2,True,True,True,True,True,True,True,True,False,True,True,False,Arganzuela,Acacias,28005.0,5 November,Calle de Carmen Cobeña,40.4009419,-3.7113402
2497,Flat,2200,,False,90,,ground,,west,2,2,True,True,True,True,True,False,True,True,False,True,True,False,Arganzuela,Acacias,28005.0,5 November,Calle de Carmen Cobeña,40.4009419,-3.7113402
2498,Flat,899,1.0,False,53,,6th,1925.0,,2,1,True,True,False,True,True,True,False,False,False,False,False,False,Arganzuela,Imperial,28005.0,3 November,Calle de Santa Casilda,40.4048066,-3.7128067
2499,Flat,1100,,False,47,46.0,2nd,,,1,1,True,True,False,True,True,False,True,False,False,False,True,False,Arganzuela,Legazpi,28045.0,1 November,Aparcabicis ERICSSON ESPAÑA S.A.U,40.3916662,-3.6789187
2500,Flat,1100,,True,80,70.0,3rd,,,2,1,True,True,False,True,True,True,False,False,False,False,False,False,Arganzuela,Acacias,28005.0,23 October,59,40.4017389,-3.7120632
2501,Flat,1230,,False,86,,4th,,,2,1,True,True,False,False,False,True,True,False,False,False,False,False,Arganzuela,Delicias,28045.0,24 October,Calle Bolívar,40.391281,-3.694813
2502,Flat,1400,2.0,True,70,,5th,,,2,2,True,True,False,True,True,True,True,False,False,True,True,False,Arganzuela,Acacias,28005.0,2 November,,,
2503,Flat,850,1.0,False,60,55.0,3rd,,,1,1,True,True,False,True,True,True,True,False,False,False,False,False,Arganzuela,Palos de Moguer,nan,2 November,Tu Piso,40.4028391,-3.6934998
2504,Duplex,1900,,False,102,,2nd,,,2,2,True,True,True,True,True,True,True,False,False,False,False,False,Arganzuela,Palos de Moguer,28012.0,13 October,Ronda de Atocha,40.4070387,-3.6951399
2505,Flat,1300,,False,70,,3rd,,,2,2,True,True,True,True,True,True,True,False,False,True,True,False,Arganzuela,Legazpi,28045.0,14 October,,,
2506,Flat,900,1.0,False,47,,4th,1994.0,,1,1,True,True,True,True,True,False,True,False,True,False,False,False,Arganzuela,Imperial,28005.0,3 November,Calle de Juan Duque,40.411333,-3.718748
2507,Flat,1800,2.0,True,190,,7th,,west,3,2,True,True,False,True,True,False,False,True,False,False,False,False,Arganzuela,Palos de Moguer,28045.0,22 October,2,40.402467599999994,-3.6975854990166432
2508,Flat,1525,1.0,False,101,,6th,1998.0,,3,2,True,True,True,True,True,True,False,False,False,False,True,False,Arganzuela,Acacias,28005.0,4 November,,,
2509,Flat,1000,1.0,True,60,,3rd,,,2,1,True,True,False,True,True,True,True,False,False,False,False,False,Arganzuela,Chopera,28045.0,3 November,Ballet Nacional de España,40.394885,-3.7009705186583712
2510,Flat,1350,,False,85,80.0,6th,1976.0,east,2,1,True,True,False,True,True,True,False,False,False,False,False,False,Arganzuela,Acacias,28005.0,6 November,Paseo de los Olmos,40.4062505,-3.7112092
2511,Flat,1500,,False,50,40.0,3rd,,,2,1,True,True,False,True,True,True,False,True,False,False,False,False,Arganzuela,Palos de Moguer,28045.0,19 October,Calle de las Canarias,40.4018072,-3.6923476
2512,Flat,950,2.0,True,48,43.0,1st,,,2,1,True,True,False,True,True,False,True,False,False,False,False,False,Arganzuela,Delicias,28045.0,23 October,4,40.3963215,-3.694932
2513,Penthouse,1290,3.0,True,50,,7th,,east,2,1,True,True,True,True,True,True,True,True,False,False,True,False,Arganzuela,Delicias,28045.0,2 November,,,
2514,Flat,1200,2.0,False,65,,1st,,,1,1,True,True,True,True,True,True,True,False,False,False,False,False,Arganzuela,Delicias,28045.0,4 November,Calle de las Nebulosas,40.3956044,-3.6858649
2515,Flat,900,,False,55,,,,,2,1,True,True,False,True,True,False,False,False,False,False,False,False,Arganzuela,Acacias,nan,31 October,Calle del Labrador,40.4004316,-3.7039955
2516,Flat,700,1.0,False,41,40.0,1st,,south,1,1,True,True,False,True,True,True,False,False,False,False,False,False,Arganzuela,Palos de Moguer,nan,3 November,Paseo de Santa María de la Cabeza,40.4071722,-3.6936262
2517,Studio,800,2.0,True,45,40.0,ground,,east,0,1,True,True,False,True,True,False,True,False,False,False,False,False,Arganzuela,Imperial,28005.0,11 October,7,40.4052573,-3.721714098993741
2518,Flat,1580,3.0,False,105,,4th,,east,2,2,True,True,True,True,True,True,True,False,False,True,True,False,Arganzuela,Delicias,28045.0,28 October,,,
2519,Flat,1350,2.0,True,82,72.0,6th,,,2,1,True,True,False,True,True,True,False,False,False,False,False,False,Arganzuela,Acacias,28005.0,6 November,8,40.4054158,-3.7112245
2520,Flat,1600,2.0,False,102,,1st,1925.0,east,3,2,True,True,False,True,True,True,True,False,True,False,False,False,Arganzuela,Palos de Moguer,nan,28 October,Paseo de Santa María de la Cabeza,40.4071722,-3.6936262
2521,Flat,1300,,False,45,,3rd,1900.0,,1,1,True,True,False,True,True,True,True,False,False,False,False,False,Arganzuela,Palos de Moguer,28045.0,28 October,46,40.401320600000005,-3.691210653604423
2522,Penthouse,1500,,False,111,100.0,6th,1988.0,south,2,2,True,True,False,True,True,True,True,True,False,False,False,False,Arganzuela,Palos de Moguer,nan,10 October,Tu Piso,40.4028391,-3.6934998
2523,Flat,850,,False,56,,3rd,,,1,1,True,True,False,True,True,False,False,False,False,False,False,False,Arganzuela,Palos de Moguer,28012.0,2 November,Calle Alonso del Barco,40.4041793,-3.7009484
2524,Flat,1500,,False,90,,6th,1978.0,west,3,2,True,True,False,True,True,True,True,False,False,False,False,False,Arganzuela,Delicias,nan,17 October,Paseo de las Delicias,40.397736,-3.6942956
2525,Duplex,1650,2.0,False,110,100.0,5th,,north,2,2,True,True,False,True,True,True,True,True,False,False,True,False,Arganzuela,Acacias,nan,4 November,Paseo de Juan Antonio Vallejo-Nájera Botas,40.4013765,-3.7049279
2526,Flat,950,1.0,False,58,,ground,,east,1,1,True,True,False,True,True,True,True,False,True,False,False,False,Arganzuela,Palos de Moguer,28045.0,23 September,Plaza de Luca de Tena,40.4018918,-3.693851203795852
2527,Flat,1100,1.0,True,74,66.0,2nd,,,3,1,True,True,False,True,True,False,True,True,False,False,False,False,Arganzuela,Acacias,28005.0,6 November,6,40.403475900000004,-3.7054034579541
2528,Penthouse,1800,2.0,True,65,55.0,6th,,east,1,1,True,True,False,True,True,True,True,True,False,False,True,False,Arganzuela,Imperial,28005.0,24 October,7,40.4055119,-3.7187689677961173
2529,Studio,600,2.0,False,20,18.0,1st,1970.0,,0,1,True,True,False,True,True,True,True,False,False,False,False,False,Arganzuela,Palos de Moguer,28045.0,3 November,Calle de las Canarias,40.4018072,-3.6923476
2530,Flat,900,1.0,True,47,,2nd,,,1,1,True,True,True,True,True,True,True,False,False,True,True,False,Arganzuela,Legazpi,28045.0,4 November,,,
2531,Flat,900,,False,54,47.0,2nd,,south,2,1,True,True,False,True,True,False,True,False,False,False,False,False,Arganzuela,Chopera,28045.0,3 November,Calle de Enrique Trompeta,40.3925913,-3.6956853
2532,Flat,2700,,False,42,32.0,42,1990.0,south,2,1,True,True,False,True,True,False,False,False,False,False,False,False,Arganzuela,Palos de Moguer,28012.0,5 November,,,
2533,Flat,2250,,False,42,32.0,42,1990.0,south,1,1,True,True,False,True,True,False,False,False,False,False,False,False,Arganzuela,Palos de Moguer,28012.0,5 November,,,
2534,Flat,2000,,False,65,55.0,ground,1990.0,south,2,1,True,True,False,True,True,False,False,False,False,False,False,False,Arganzuela,Chopera,28045.0,5 November,,,
2535,Flat,1600,,False,120,,2nd,,west,3,2,True,True,True,True,True,True,True,True,False,True,False,False,Arganzuela,Delicias,28045.0,2 November,,,
2536,Flat,1500,,False,100,90.0,1st,,,4,2,True,True,False,True,True,True,False,True,False,True,False,False,Arganzuela,Chopera,nan,3 November,Paseo de la Chopera,40.3966947,-3.703118
2537,Flat,1900,3.0,True,63,57.0,ground,,,2,1,True,True,False,True,True,False,False,True,False,False,False,False,Arganzuela,Palos de Moguer,28045.0,15 September,13,40.40436755,-3.694205863960203
2538,Flat,995,,False,76,,3rd,,,2,1,True,True,True,True,True,False,False,False,False,False,True,False,Arganzuela,Acacias,28005.0,20 October,41,40.3971519,-3.7038847739758327
2539,Flat,1630,1.0,False,60,,1st,,,1,1,True,True,False,True,True,False,True,False,False,False,False,False,Arganzuela,Imperial,28005.0,14 October,Calle de Santa Casilda,40.4048066,-3.7128067
2540,Flat,800,1.0,True,61,57.0,ground,,,2,1,True,True,False,True,True,False,False,False,False,False,False,False,Arganzuela,Palos de Moguer,28045.0,27 September,3,40.405513299999996,-3.692490191152503
2541,Flat,2100,1.0,True,148,145.0,3rd,,south,4,2,True,True,True,True,True,True,True,False,False,False,True,False,Arganzuela,Acacias,28005.0,4 November,,,
2542,Flat,975,1.0,False,45,,1st,,,1,1,True,True,False,True,True,True,False,False,False,False,False,False,Arganzuela,Palos de Moguer,nan,30 August,Calle de Embajadores,40.4018253,-3.6999452
2543,Flat,1500,,False,123,,2nd,,,3,2,True,True,True,True,True,False,False,False,False,False,True,False,Arganzuela,Legazpi,28045.0,19 October,Calle de Eros,40.3938219,-3.6802947
2544,Flat,1250,2.0,True,88,67.0,1st,,south,2,1,True,True,False,True,True,True,True,False,False,False,True,False,Arganzuela,Legazpi,28045.0,6 November,Calle Puerto Serrano,40.3866807,-3.6864645
2545,Flat,1550,,True,110,100.0,6th,,south,3,2,True,True,False,True,True,True,True,True,False,False,False,False,Arganzuela,Palos de Moguer,28045.0,30 October,8,40.40274075,-3.6927151453547298
2546,Flat,800,2.0,True,60,53.0,3rd,,,2,1,True,True,False,True,True,True,True,False,False,False,False,False,Arganzuela,Imperial,28005.0,30 August,6,40.405151849999996,-3.7133280426902724
2547,Flat,1350,1.0,False,98,,3rd,1991.0,east,2,2,True,True,False,True,True,True,True,False,True,False,False,False,Arganzuela,Acacias,28005.0,26 October,Embajadores,40.4050176,-3.7022777
2548,Flat,950,,False,44,,,,,1,1,True,True,True,True,True,True,True,False,True,False,False,False,Arganzuela,Palos de Moguer,nan,16 September,Tu Piso,40.4028391,-3.6934998
2549,Flat,1100,,False,70,,,,,2,2,True,True,False,True,True,True,True,False,True,False,False,False,Arganzuela,Palos de Moguer,nan,23 September,Tu Piso,40.4028391,-3.6934998
2550,Flat,1200,1.0,False,70,,,2011.0,east,2,2,True,True,True,True,True,True,True,False,True,False,False,False,Arganzuela,Palos de Moguer,nan,23 August,Tu Piso,40.4028391,-3.6934998
2551,Flat,1250,2.0,True,70,65.0,6th,,west,1,1,True,True,False,True,True,True,True,False,True,True,True,False,Arganzuela,Palos de Moguer,28045.0,30 October,,,
2552,Flat,1200,,False,60,55.0,4th,,south,2,2,True,True,False,True,True,True,True,False,True,False,False,False,Arganzuela,Acacias,28005.0,4 August,Embajadores,40.4050176,-3.7022777
2553,Flat,1390,1.0,False,55,,3rd,,,1,1,True,True,False,True,True,False,True,False,False,False,False,False,Arganzuela,Palos de Moguer,nan,31 October,Calle de Palos de la Frontera,40.4031083,-3.6950529
2554,Flat,1475,,False,60,,4th,,,1,1,True,True,False,True,True,True,True,True,True,False,True,False,Arganzuela,Palos de Moguer,28045.0,6 November,,,
2555,Flat,1300,,False,28,,3rd,,,1,1,True,True,False,True,True,True,True,True,False,False,True,False,Arganzuela,Palos de Moguer,28045.0,1 November,,,
2556,Flat,620,3.0,True,30,25.0,3rd,,west,1,1,True,True,False,True,True,True,False,False,False,False,False,False,Arganzuela,Palos de Moguer,28045.0,2 months,Calle de las Canarias,40.4018072,-3.6923476
2557,Flat,975,1.0,False,66,,4th,,,2,2,True,True,False,False,False,False,False,True,False,False,False,False,Arganzuela,Acacias,28005.0,14 October,22,40.3980775,-3.7025996
2558,Studio,1745,1.0,False,30,,1st,,,0,1,True,True,True,True,True,False,False,False,False,False,False,False,Arganzuela,Acacias,28005.0,3 November,Paseo de los Olmos,40.4062505,-3.7112092
2559,Flat,1100,3.0,True,80,,3rd,,,2,2,True,True,False,True,True,True,True,False,False,False,True,False,Arganzuela,Imperial,28005.0,2 November,ACIME - Asociación Cultural de Invalidos Militares de España,40.4070864,-3.7148331
2560,Flat,899,1.0,True,30,25.0,4th,,east,1,1,True,True,False,True,True,True,False,False,False,False,False,False,Arganzuela,Acacias,28005.0,21 October,34,40.4018483,-3.703153
2561,Flat,950,1.0,False,63,,1st,,,2,1,True,True,False,True,True,True,True,False,False,False,False,False,Arganzuela,Acacias,28005.0,14 October,22,40.3980775,-3.7025996
2562,Flat,2356,1.0,False,68,,6th,,,2,1,True,True,False,True,True,False,True,False,False,False,False,False,Arganzuela,Acacias,nan,27 October,Ronda de Toledo,40.4059808,-3.708395
2563,Flat,2000,1.0,True,120,,7th,,west,3,2,True,True,False,True,True,True,True,True,False,False,True,False,Arganzuela,Delicias,28045.0,25 September,Calle Amaltea,40.3947989,-3.6825502
2564,Flat,1800,2.0,True,110,90.0,3rd,,west,3,2,True,True,False,True,True,True,False,False,True,False,True,False,Arganzuela,Legazpi,28045.0,2 October,,,
2565,Flat,890,2.0,True,30,25.0,3rd,,,1,1,True,True,False,True,True,True,False,False,False,False,False,False,Arganzuela,Acacias,28005.0,1 November,34,40.4018483,-3.703153
2566,Studio,2000,1.0,False,28,,1st,,,0,1,True,True,False,True,True,False,False,False,False,False,False,False,Arganzuela,Palos de Moguer,28045.0,15 October,Calle del General Lacy,40.4018267,-3.6908841
2567,Flat,2600,1.0,False,60,,1st,,,2,1,True,True,False,True,True,False,True,False,False,False,False,False,Arganzuela,Delicias,28045.0,19 October,Calle del Ferrocarril,40.4010001,-3.6986674
2568,Flat,1025,1.0,False,60,,7th,,,2,1,True,True,False,False,False,True,True,True,False,False,False,False,Arganzuela,Acacias,28005.0,14 October,22,40.3980775,-3.7025996
2569,Flat,1760,1.0,False,50,,5th,,,1,1,True,True,False,True,True,False,True,False,False,False,False,False,Arganzuela,Acacias,28005.0,14 October,,,
2570,Flat,800,1.0,False,46,,2nd,,,1,1,True,True,False,True,True,True,True,False,False,False,False,False,Arganzuela,Acacias,28005.0,14 October,22,40.3980775,-3.7025996
2571,Flat,2565,,False,89,,14th,,,3,2,True,True,False,True,True,True,True,True,False,False,True,False,Arganzuela,Legazpi,28045.0,25 May,Calle Teresa López Valcárcel,40.3890368,-3.6928231
2572,Flat,1000,,False,45,,,2011.0,south,1,1,True,True,True,True,True,True,True,False,False,False,False,False,Arganzuela,Palos de Moguer,nan,23 August,Tu Piso,40.4028391,-3.6934998
2573,Flat,1184,1.0,False,40,,1st,,,1,1,True,True,False,True,True,False,True,False,False,False,False,False,Arganzuela,Acacias,28005.0,5 November,Paseo de los Olmos,40.4062505,-3.7112092
2574,Flat,2000,1.0,False,55,,3rd,,,2,1,True,True,False,True,True,False,True,False,False,False,False,False,Arganzuela,Palos de Moguer,nan,2 November,Paseo de las Delicias,40.4041408,-3.693571
2575,Flat,1200,2.0,True,65,,1st,,,1,1,True,True,True,True,True,True,True,False,False,False,True,False,Arganzuela,Delicias,28045.0,6 November,Calle de las Nebulosas,40.3956044,-3.6858649
2576,Flat,700,,False,36,,ground,1915.0,,1,1,True,True,False,False,False,False,False,True,False,False,False,False,Arganzuela,Palos de Moguer,28012.0,4 November,Calle de Sebastián Elcano,40.4054171,-3.6954261
2577,Flat,1900,1.0,True,140,120.0,1st,,west,3,2,True,True,True,True,True,True,True,True,False,True,True,False,Arganzuela,Legazpi,28045.0,8 October,Calle Maestro Arbós,40.388498,-3.6953458
2578,Flat,1000,3.0,True,75,70.0,4th,,,2,1,True,True,True,True,True,True,False,False,False,False,False,False,Arganzuela,Imperial,28005.0,2 months,17,40.4054479,-3.713978580673941
2579,Flat,1000,3.0,True,75,70.0,4th,,,2,1,True,True,True,True,True,True,False,False,False,False,False,False,Arganzuela,Acacias,28005.0,2 months,,,
2580,Flat,2260,1.0,False,80,,3rd,,,2,1,True,True,False,True,True,False,True,False,False,False,False,False,Arganzuela,Palos de Moguer,28012.0,14 October,Calle de Sebastián Elcano,40.4054171,-3.6954261
2581,Flat,1200,,False,50,,1st,,east,2,2,True,True,False,True,True,True,True,False,False,False,False,False,Arganzuela,Palos de Moguer,28045.0,4 November,Plaza de Luca de Tena,40.4018918,-3.693851203795852
2582,Flat,1000,,False,45,,1st,,east,1,1,True,True,False,True,True,True,True,False,False,False,False,False,Arganzuela,Palos de Moguer,28045.0,4 November,Plaza de Luca de Tena,40.4018918,-3.693851203795852
2583,Flat,1450,3.0,False,127,91.0,1st,2008.0,west,3,2,True,True,True,True,True,True,True,False,False,True,True,False,Arganzuela,Legazpi,28045.0,15 July,Calle Algete,40.3885648,-3.6943853
2584,Flat,1550,1.0,True,100,,4th,,,3,2,True,True,True,True,True,True,True,False,False,False,True,False,Arganzuela,Delicias,28045.0,2 months,Calle Bolívar,40.391281,-3.694813
2585,Flat,1000,,False,55,51.0,3rd,,west,1,1,True,True,False,True,True,True,True,True,False,False,False,False,Arganzuela,Acacias,28005.0,24 July,Calle del Laurel,40.4021465,-3.7042202
2586,Flat,1580,1.0,False,116,100.0,1st,1995.0,,3,2,True,True,True,True,True,True,False,True,False,True,True,False,Arganzuela,Legazpi,28045.0,2 November,Avenida del Planetario,40.3894707,-3.6867674
2587,Flat,1850,1.0,True,130,120.0,4th,,west,3,2,True,True,True,True,True,True,True,False,False,True,True,False,Arganzuela,Legazpi,28045.0,2 November,Calle de Embajadores,40.3868933,-3.6903215
2588,Flat,2100,,False,150,145.0,5th,,west,4,2,True,True,False,True,True,True,False,True,False,False,False,False,Arganzuela,Imperial,28005.0,24 July,Calle de Gil Imón,40.407408,-3.7156659
2589,Flat,1950,1.0,False,128,99.0,6th,2019.0,west,3,2,True,True,True,True,True,True,True,False,False,False,False,False,Arganzuela,Delicias,28045.0,24 July,,,
2590,Flat,1650,1.0,False,98,,1st,,east,3,2,True,True,True,True,True,True,True,False,False,False,True,False,Arganzuela,Legazpi,28045.0,2 September,Calle del Plomo,40.3918959,-3.6895285
2591,Flat,1000,3.0,False,79,67.0,4th,,,2,1,True,True,True,True,True,True,False,False,False,False,False,False,Arganzuela,Imperial,28005.0,24 August,Paseo de los Pontones,40.4044551,-3.7164487
2592,Flat,1480,1.0,False,105,,4th,,,2,2,True,True,True,True,True,True,True,False,False,True,True,False,Arganzuela,Delicias,28045.0,28 October,,,
2593,Flat,1800,,False,112,,3rd,,,3,2,True,True,True,True,True,True,True,True,False,False,False,False,Arganzuela,Acacias,nan,27 October,Calle de Embajadores,40.4046895,-3.7023394
2594,Flat,1300,1.0,False,100,90.0,1st,1974.0,,3,1,True,True,True,True,True,True,True,False,False,True,False,False,Arganzuela,Acacias,28005.0,12 September,10,40.4052748,-3.7111947
2595,Flat,1900,,True,136,,4th,,south,4,2,True,True,True,True,True,True,True,False,True,False,True,False,Arganzuela,Palos de Moguer,28045.0,27 October,Calle de las Canarias,40.4018072,-3.6923476
2596,Penthouse,1750,1.0,False,75,,8th,,,1,1,True,True,True,True,True,False,True,True,False,False,True,False,Arganzuela,Legazpi,28045.0,25 October,Calle Puerto de la Cruz Verde,40.3843704,-3.6857129
2597,Flat,1750,,False,130,97.0,3rd,,,4,2,True,True,True,True,True,True,True,False,False,False,True,False,Arganzuela,Legazpi,28045.0,31 October,Aparcabicis ERICSSON ESPAÑA S.A.U,40.3916662,-3.6789187
2598,Flat,1300,1.0,False,50,,2nd,,,1,1,True,True,False,True,True,False,True,False,False,False,False,False,Arganzuela,Delicias,28045.0,14 October,Calle de Cáceres,40.3986458,-3.6964134
2599,Flat,1200,2.0,True,70,60.0,6th,,north,2,1,True,True,False,True,True,True,False,False,False,False,False,False,Arganzuela,Acacias,28005.0,6 November,141,40.40450185,-3.712199468814295
2600,Flat,1300,,False,85,,3rd,2008.0,east,2,2,True,True,True,True,True,True,True,False,False,False,True,False,Arganzuela,Legazpi,28045.0,28 October,Calle de Embajadores,40.3868933,-3.6903215
2601,Flat,1250,,False,93,74.0,4th,,,3,1,True,True,True,True,True,False,False,False,False,False,False,False,Arganzuela,Acacias,28005.0,27 October,Calle del Laurel,40.4021465,-3.7042202
2602,Studio,680,1.0,True,46,,floor,,,0,1,True,True,False,True,True,True,True,False,False,False,False,False,Arganzuela,Palos de Moguer,28012.0,20 September,,,
2603,Flat,1099,,False,60,,5th,1961.0,south,2,1,True,True,False,True,True,False,True,False,False,False,False,False,Arganzuela,Imperial,28005.0,10 October,Paseo de los Melancólicos,40.4016579,-3.7183383
2604,Flat,1000,,False,65,59.0,1st,,,1,1,True,True,True,True,True,True,True,False,False,False,True,False,Arganzuela,Legazpi,28045.0,6 November,Calle de la Antracita,40.3926206,-3.687037
2605,Flat,2900,1.0,False,100,90.0,2nd,1900.0,,1,1,True,True,False,True,True,True,True,False,True,False,False,False,Arganzuela,Imperial,28005.0,3 November,ACIME - Asociación Cultural de Invalidos Militares de España,40.4070864,-3.7148331
2606,Flat,1400,,False,85,84.0,2nd,,,2,2,True,True,False,True,True,False,True,False,False,False,True,False,Arganzuela,Delicias,28045.0,21 September,Amazon España,40.3994421,-3.6888805
2607,Flat,1290,1.0,True,90,82.0,7th,,east,2,2,True,True,False,True,True,True,True,True,False,False,False,False,Arganzuela,Chopera,28045.0,6 November,Calle de Fernando Poo,40.3973524,-3.6998001
2608,Flat,1050,,False,61,,5th,,,1,1,True,True,False,True,True,True,True,False,False,False,True,False,Arganzuela,Legazpi,28045.0,25 October,Calle Bolívar,40.3920272,-3.6923796
2609,Flat,975,1.0,False,53,,2nd,,,2,1,True,True,False,True,True,True,True,True,False,False,False,False,Arganzuela,Acacias,28005.0,14 October,22,40.3980775,-3.7025996
2610,Flat,1450,2.0,True,90,,1st,,west,2,2,True,True,False,True,True,True,True,True,False,False,True,False,Arganzuela,Acacias,28005.0,14 October,30,40.4032971,-3.7094026
2611,Penthouse,1200,,False,58,42.0,5th,1999.0,north,1,1,True,True,False,True,True,True,True,True,True,False,True,False,Arganzuela,Palos de Moguer,28045.0,30 September,Calle de las Canarias,40.4018072,-3.6923476
2612,Flat,1300,,False,78,68.0,5th,1966.0,,3,1,True,True,True,True,True,True,False,False,True,False,False,False,Arganzuela,Imperial,28005.0,7 October,ACIME - Asociación Cultural de Invalidos Militares de España,40.4070864,-3.7148331
2613,Flat,1250,,True,85,,1st,,west,2,2,True,True,True,True,True,True,True,False,False,False,True,False,Arganzuela,Legazpi,28045.0,5 November,Calle de la Antracita,40.3926206,-3.687037
2614,Flat,1250,,False,84,,1st,,,2,2,True,True,True,True,True,True,True,False,False,False,True,False,Arganzuela,Legazpi,28045.0,10 October,Calle del Plomo,40.3918959,-3.6895285
2615,Flat,1700,1.0,False,114,98.0,2nd,,south,3,2,True,True,True,True,True,True,True,False,False,False,False,False,Arganzuela,Acacias,nan,6 November,Acacias,40.4040749,-3.7059572
2616,Flat,900,1.0,False,47,,2nd,,,1,1,True,True,True,True,True,True,True,False,False,True,True,False,Arganzuela,Legazpi,28045.0,6 November,,,
2617,Flat,900,1.0,False,47,40.0,2nd,,,1,1,True,True,True,True,True,True,True,False,False,True,True,False,Arganzuela,Legazpi,28045.0,6 November,,,
2618,Flat,1650,,False,70,55.0,70,2022.0,,2,1,True,True,False,True,True,True,True,False,False,False,False,False,Arganzuela,Chopera,28045.0,19 October,Calle de Alejandro Saint Aubin,40.3930542,-3.697071
2619,Flat,1340,1.0,False,75,,1st,2014.0,,2,2,True,True,False,True,True,True,True,False,False,True,True,False,Arganzuela,Delicias,28045.0,6 November,Calle de las Nebulosas,40.3956044,-3.6858649
2620,Flat,1400,,False,55,45.0,2nd,,,1,1,True,True,False,True,True,False,True,False,False,False,False,False,Arganzuela,Palos de Moguer,28012.0,3 October,Calle de Sebastián Elcano,40.4054171,-3.6954261
2621,Flat,1250,,False,76,66.0,ground,,,1,1,True,True,False,True,True,False,True,False,False,False,False,False,Arganzuela,Imperial,28005.0,6 November,ACIME - Asociación Cultural de Invalidos Militares de España,40.4070864,-3.7148331
2622,Flat,1225,,False,48,42.0,ground,,,1,1,True,True,False,True,True,False,True,False,False,False,False,False,Arganzuela,Chopera,28045.0,11 October,Ballet Nacional de España,40.394885,-3.7009705186583712
2623,Flat,1300,,False,58,50.0,ground,,,1,1,True,True,False,True,True,False,True,True,False,False,False,False,Arganzuela,Chopera,28045.0,11 October,Ballet Nacional de España,40.394885,-3.7009705186583712
2624,Studio,735,,False,46,40.0,ground,,,0,1,True,True,False,True,True,False,True,False,False,False,False,False,Arganzuela,Acacias,nan,11 October,Acacias,40.4040749,-3.7059572
2625,Flat,1300,,False,52,45.0,ground,,,2,1,True,True,False,True,True,False,True,False,False,False,False,False,Arganzuela,Palos de Moguer,nan,11 October,Tu Piso,40.4028391,-3.6934998
2626,Flat,1300,,False,46,40.0,ground,,,1,1,True,True,False,True,True,False,True,False,False,False,False,False,Arganzuela,Chopera,28045.0,11 October,Ballet Nacional de España,40.394885,-3.7009705186583712
2627,Flat,1251,,False,46,40.0,ground,,,1,1,True,True,False,True,True,False,True,False,False,False,False,False,Arganzuela,Chopera,28045.0,11 October,Ballet Nacional de España,40.394885,-3.7009705186583712
2628,Flat,1500,,False,95,90.0,5th,,east,3,1,True,True,False,True,True,True,False,True,False,False,False,False,Arganzuela,Palos de Moguer,28045.0,4 November,Calle Batalla del Salado,40.4037535,-3.6958285
2629,Flat,1550,1.0,True,119,90.0,2nd,,east,3,2,True,True,True,True,True,True,True,True,False,False,False,False,Arganzuela,Delicias,28045.0,2 November,,,
2630,Flat,1005,,False,85,,6th,1978.0,west,3,1,True,True,False,True,True,True,True,False,False,False,False,False,Arganzuela,Acacias,28005.0,11 October,Calle de San Anastasio,40.3970539,-3.7034869
